generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2451249999999996,251,3.917727684537094e-5,Inf,251,0.0028851694328654075,Inf,251.025,0.003415887395905002,Inf,199,0.166946201,1
1,NaN,1.2450999999999997,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.02,0.002221556372680864,Inf,199,0.294943201,1
2,NaN,1.2450749999999993,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.015,0.0019144580024503595,Inf,199,0.426773201,1
3,NaN,1.2450749999999995,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.015,0.001693190085671689,Inf,199,0.5530861,1
4,NaN,1.2449999999999997,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.0,0.0015258815589253034,Inf,199,0.6695730990000001,1
5,NaN,1.2450249999999996,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.005,0.001387475940533444,Inf,199,0.7910288990000001,1
6,NaN,1.2449999999999997,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.0,0.0012598411982041265,Inf,199,0.9240149980000001,1
7,NaN,1.2450749999999995,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.015,0.0011447746978121458,Inf,199,1.036646498,1
8,NaN,1.2450249999999996,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.005,0.0010554723367875438,Inf,199,1.1500192980000001,1
9,NaN,1.2450749999999997,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.015,0.0009749402882941794,Inf,199,1.2639188980000002,1
10,NaN,1.2450249999999996,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.005,0.0009025334608435175,Inf,199,1.3767396980000002,1
11,NaN,1.2449749999999997,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,250.995,0.0008323795698632685,Inf,199,1.479921398,1
12,NaN,1.2449749999999997,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,250.995,0.0007756398019186596,Inf,199,1.5803627980000001,1
13,NaN,1.2450249999999996,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.005,0.0007123792395636063,Inf,199,1.6867289970000001,1
14,NaN,1.2449999999999994,251,3.917727684537094e-5,Inf,251,3.917727684537094e-5,Inf,251.0,0.0006604180142617837,Inf,199,1.795542098,1
