generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999994,251,0.0861723585436647,Inf,251,0.15554218322517377,Inf,251.0,0.17544299879456773,Inf,200,0.113696999,1
1,NaN,1.2449999999999994,251,0.08183265889381705,Inf,251,0.08183265889381705,Inf,251.0,0.12608052181595594,Inf,200,0.21263700000000002,1
2,NaN,1.2449499999999996,250,0.07412504887887732,Inf,250,0.07412504887887732,Inf,250.99,0.11365721274810876,Inf,200,0.3164151,1
3,NaN,1.2448999999999995,251,0.0691765921097378,Inf,251,0.0691765921097378,Inf,250.98,0.10577257859566763,Inf,200,0.4191684,1
4,NaN,1.2448499999999996,251,0.06661070156050265,Inf,251,0.06661070156050265,Inf,250.97,0.09907940415911169,Inf,200,0.528901601,1
5,NaN,1.2447749999999997,251,0.06661070156050265,Inf,251,0.06661070156050265,Inf,250.955,0.09310040739498439,Inf,200,0.6512848,1
6,NaN,1.2447999999999997,251,0.06363870093328061,Inf,251,0.06363870093328061,Inf,250.96,0.08762880560179218,Inf,200,0.740282101,1
7,NaN,1.2448749999999997,251,0.06066502469629415,Inf,251,0.06066502469629415,Inf,250.975,0.08283283848886351,Inf,200,0.8299285000000001,1
8,NaN,1.2449499999999996,251,0.06066502469629415,Inf,251,0.06066502469629415,Inf,250.99,0.07879399868737262,Inf,200,0.9243154,1
9,NaN,1.2449499999999998,251,0.05997099581345179,Inf,251,0.05997099581345179,Inf,250.99,0.07506660676816651,Inf,200,1.018597301,1
10,NaN,1.2449249999999998,251,0.058485129703656116,Inf,251,0.058485129703656116,Inf,250.985,0.07176490483300736,Inf,200,1.111074201,1
11,NaN,1.2449749999999997,251,0.057347122651724966,Inf,251,0.057347122651724966,Inf,250.995,0.0692035327663155,Inf,200,1.2055127010000002,1
12,NaN,1.2449249999999996,251,0.05416664162069726,Inf,251,0.05416664162069726,Inf,250.985,0.06640658297987324,Inf,200,1.3009591000000003,1
13,NaN,1.2449249999999998,251,0.05201414526624045,Inf,251,0.05201414526624045,Inf,250.985,0.06397555697224169,Inf,200,1.4102015010000002,1
14,NaN,1.2449249999999998,251,0.05201414526624045,Inf,251,0.05201414526624045,Inf,250.985,0.061933346017627955,Inf,200,1.4994596020000002,1
15,NaN,1.2449249999999998,251,0.04907408777162525,Inf,251,0.04907408777162525,Inf,250.985,0.05979830072151926,Inf,200,1.5959113010000001,1
16,NaN,1.2449249999999998,251,0.04907408777162525,Inf,251,0.04907408777162525,Inf,250.985,0.05818891294909692,Inf,200,1.712586401,1
17,NaN,1.2449499999999998,251,0.04356350770984216,Inf,251,0.04356350770984216,Inf,250.99,0.05656222602547026,Inf,200,1.8119998,1
18,NaN,1.2449499999999998,251,0.04356350770984216,Inf,251,0.04356350770984216,Inf,250.99,0.05510163139326795,Inf,200,1.9185695999999999,1
19,NaN,1.2449749999999997,251,0.04356350770984216,Inf,251,0.04356350770984216,Inf,250.995,0.05366610536258356,Inf,200,2.0262621999999997,1
20,NaN,1.2448499999999998,251,0.0399144609834816,Inf,251,0.0399144609834816,Inf,251.0,0.0521005945869549,Inf,200,2.1352157009999995,1
21,NaN,1.2442,251,0.0399144609834816,Inf,251,0.0399144609834816,Inf,251.0,0.05063698320572037,Inf,200,2.2724560009999997,1
22,NaN,1.2435249999999995,251,0.038539952513003135,Inf,251,0.038539952513003135,Inf,250.995,0.04926299553071569,Inf,200,2.3842143019999997,1
23,NaN,1.2427,251,0.038539952513003135,Inf,251,0.038539952513003135,Inf,250.99,0.048200043410988165,Inf,200,2.485364302,1
24,NaN,1.2431249999999998,251,0.03630091191468545,Inf,251,0.03630091191468545,Inf,250.995,0.04713530840937513,Inf,200,2.584253102,1
25,NaN,1.2434999999999998,251,0.03630091191468545,Inf,251,0.03630091191468545,Inf,250.98,0.045997989781354394,Inf,200,2.6796012019999997,1
26,NaN,1.24385,251,0.03630091191468545,Inf,251,0.03630091191468545,Inf,250.98,0.044790736336108174,Inf,200,2.771299601,1
27,NaN,1.2434249999999998,251,0.03630091191468545,Inf,251,0.03630091191468545,Inf,250.985,0.043911595312977225,Inf,200,2.862670601,1
28,NaN,1.2431499999999998,251,0.03562500635978447,Inf,251,0.03562500635978447,Inf,250.98,0.04277979010008944,Inf,200,2.961428702,1
29,NaN,1.2429499999999998,251,0.03557832170083603,Inf,251,0.03557832170083603,Inf,250.99,0.041925888592928034,Inf,200,3.060578602,1
30,NaN,1.2379749999999998,251,0.03557832170083603,Inf,251,0.03557832170083603,Inf,250.985,0.04098916853245279,Inf,200,3.161384602,1
31,NaN,1.2393749999999997,251,0.03445569894565798,Inf,251,0.03445569894565798,Inf,250.995,0.040092182740607794,Inf,200,3.278466303,1
32,NaN,1.2398749999999998,251,0.03435219198054002,Inf,251,0.03435219198054002,Inf,250.995,0.03920241788197077,Inf,200,3.413658103,1
33,NaN,1.2335749999999996,251,0.03435219198054002,Inf,251,0.03435219198054002,Inf,250.985,0.03853163452436548,Inf,200,3.519233603,1
34,NaN,1.2280999999999997,251,0.03435219198054002,Inf,251,0.03435219198054002,Inf,250.99,0.037893858144945565,Inf,200,3.622628803,1
35,NaN,1.2167499999999998,251,0.033255969439676375,Inf,251,0.033255969439676375,Inf,250.99,0.037269184905609654,Inf,200,3.719939403,1
36,NaN,1.2102749999999998,251,0.03217287510602444,Inf,251,0.03217287510602444,Inf,250.995,0.03653378509438762,Inf,200,3.820913203,1
37,NaN,1.1983749999999997,251,0.031163529406078107,Inf,251,0.031163529406078107,Inf,250.995,0.03588838858226461,Inf,200,3.943386404,1
38,NaN,1.1800249999999997,251,0.031163529406078107,Inf,251,0.031163529406078107,Inf,250.985,0.035263791785022355,Inf,200,4.030672105,1
39,NaN,1.1751749999999999,251,0.031163529406078107,Inf,251,0.031163529406078107,Inf,250.985,0.0347077568539042,Inf,200,4.122806805,1
40,NaN,1.1664999999999999,251,0.031163529406078107,Inf,251,0.031163529406078107,Inf,250.98,0.03424535938231952,Inf,200,4.215148305,1
41,NaN,1.1538249999999999,251,0.029802608850267472,Inf,251,0.029802608850267472,Inf,250.995,0.0338032344210927,Inf,200,4.308038004999999,1
42,NaN,1.1529999999999998,251,0.029802608850267472,Inf,251,0.029802608850267472,Inf,250.99,0.033356879371069466,Inf,200,4.401436604999999,1
43,NaN,1.156225,251,0.029802608850267472,Inf,251,0.029802608850267472,Inf,250.975,0.033008020379622534,Inf,200,4.488026605999999,1
44,NaN,1.1364499999999997,251,0.029802608850267472,Inf,251,0.029802608850267472,Inf,250.97,0.03264852719931024,Inf,200,4.576449604999999,1
45,NaN,1.1374749999999998,251,0.029802608850267472,Inf,251,0.029802608850267472,Inf,250.975,0.03223103941001072,Inf,200,4.677279904999999,1
46,NaN,1.13465,251,0.02880285803183402,Inf,251,0.02880285803183402,Inf,250.98,0.031821800246752616,Inf,200,4.772762205999999,1
47,NaN,1.125125,251,0.02880058013173835,Inf,251,0.02880058013173835,Inf,250.985,0.03135058949228003,Inf,200,4.8631328059999985,1
