generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999997,251,0.0010863631845307608,Inf,251,0.005666643577269131,Inf,251.0,0.0035942579384302398,Inf,200,0.121721401,1
1,NaN,1.2448249999999994,251,9.457921241566691e-5,Inf,251,9.457921241566691e-5,Inf,250.965,0.0001840697325711558,Inf,200,0.401517401,1
2,NaN,1.2448499999999996,251,9.457921241566691e-5,Inf,251,9.457921241566691e-5,Inf,250.97,0.0001397431798095776,Inf,200,0.676796901,1
3,NaN,1.2448999999999995,251,9.457921241566691e-5,Inf,251,9.457921241566691e-5,Inf,250.98,0.0001265451890134747,Inf,200,0.951975801,1
4,NaN,1.2449249999999994,251,8.720183367793111e-5,Inf,251,8.720183367793111e-5,Inf,250.985,0.00011624912531582388,Inf,200,1.2225742,1
5,NaN,1.2448499999999996,251,8.465769805222548e-5,Inf,251,8.465769805222548e-5,Inf,250.97,0.00011019966313097188,Inf,200,1.5040253989999999,1
6,NaN,1.2449499999999996,251,8.096915345316993e-5,Inf,251,8.096915345316993e-5,Inf,250.99,0.00010447261039342268,Inf,200,1.7650652999999998,1
7,NaN,1.2449499999999996,251,7.609650043179268e-5,Inf,251,7.609650043179268e-5,Inf,250.99,9.992475001501189e-5,Inf,200,2.0238404009999997,1
8,NaN,1.2448999999999995,251,7.609650043179268e-5,Inf,251,7.609650043179268e-5,Inf,250.98,9.629807473662531e-5,Inf,200,2.2947308009999996,1
9,NaN,1.2448749999999997,251,7.609650043179268e-5,Inf,251,7.609650043179268e-5,Inf,250.975,9.290767547305082e-5,Inf,200,2.5560227019999995,1
10,NaN,1.2448999999999997,251,7.049010972338101e-5,Inf,251,7.049010972338101e-5,Inf,250.98,8.954841208615896e-5,Inf,200,2.8224632029999994,1
11,NaN,1.2449499999999998,251,7.049010972338101e-5,Inf,251,7.049010972338101e-5,Inf,250.99,8.666355303431318e-5,Inf,200,3.1082773019999994,1
12,NaN,1.2449499999999996,251,7.049010972338101e-5,Inf,251,7.049010972338101e-5,Inf,250.99,8.409105620989075e-5,Inf,200,3.3688845009999993,1
13,NaN,1.2448999999999997,251,7.049010972338101e-5,Inf,251,7.049010972338101e-5,Inf,250.98,8.206462056484846e-5,Inf,200,3.629457800999999,1
14,NaN,1.2448749999999997,251,7.049010972338101e-5,Inf,251,7.049010972338101e-5,Inf,250.975,8.033031045159124e-5,Inf,200,3.8950966019999993,1
15,NaN,1.2448749999999997,251,7.049010972338101e-5,Inf,251,7.049010972338101e-5,Inf,250.975,7.825960539761137e-5,Inf,200,4.152722600999999,1
16,NaN,1.2449499999999998,251,7.015964012150358e-5,Inf,251,7.015964012150358e-5,Inf,250.99,7.682145260928394e-5,Inf,200,4.421970600999999,1
17,NaN,1.2449499999999998,251,6.72974554516762e-5,Inf,251,6.72974554516762e-5,Inf,250.99,7.529983476524143e-5,Inf,200,4.712031999999999,1
18,NaN,1.2449,251,6.601311042643347e-5,Inf,251,6.601311042643347e-5,Inf,250.98,7.392104129169008e-5,Inf,200,4.960337998999999,1
19,NaN,1.2449499999999998,251,6.503054190093946e-5,Inf,251,6.503054190093946e-5,Inf,250.99,7.249650278169539e-5,Inf,200,5.215165698999999,1
20,NaN,1.2449999999999997,251,6.0966501814421904e-5,Inf,251,6.0966501814421904e-5,Inf,251.0,7.113604118075861e-5,Inf,200,5.480851398999999,1
21,NaN,1.2449999999999999,251,6.0966501814421904e-5,Inf,251,6.0966501814421904e-5,Inf,251.0,6.989714435443864e-5,Inf,200,5.738939198999999,1
22,NaN,1.2446499999999998,251,6.0966501814421904e-5,Inf,251,6.0966501814421904e-5,Inf,251.0,6.881892122046873e-5,Inf,200,6.000372798999999,1
23,NaN,1.2433999999999998,251,6.0966501814421904e-5,Inf,251,6.0966501814421904e-5,Inf,250.99,6.774395836248398e-5,Inf,200,6.285358898999999,1
24,NaN,1.2411499999999998,251,6.0652257724512224e-5,Inf,251,6.0652257724512224e-5,Inf,250.99,6.654094191632641e-5,Inf,200,6.545560298999999,1
25,NaN,1.2396999999999998,251,6.0652257724512224e-5,Inf,251,6.0652257724512224e-5,Inf,250.99,6.558678513105603e-5,Inf,200,6.809132899999999,1
26,NaN,1.2364999999999997,251,5.962979789161892e-5,Inf,251,5.962979789161892e-5,Inf,250.99,6.464768515138104e-5,Inf,200,7.072087299999999,1
27,NaN,1.2336749999999999,251,5.385921790364586e-5,Inf,251,5.385921790364586e-5,Inf,250.995,6.379328865848437e-5,Inf,200,7.327298299999999,1
28,NaN,1.2318249999999997,251,5.385921790364586e-5,Inf,251,5.385921790364586e-5,Inf,250.995,6.28869914608464e-5,Inf,200,7.583145999999999,1
29,NaN,1.2108749999999997,251,5.385921790364586e-5,Inf,251,5.385921790364586e-5,Inf,250.995,6.198181983707686e-5,Inf,200,7.8591831999999995,1
30,NaN,1.1972749999999999,251,5.385921790364586e-5,Inf,251,5.385921790364586e-5,Inf,250.995,6.107755598971661e-5,Inf,200,8.1278356,1
31,NaN,1.1823,251,5.385921790364586e-5,Inf,251,5.385921790364586e-5,Inf,251.0,6.027945501455696e-5,Inf,200,8.393520401,1
32,NaN,1.155425,251,5.385921790364586e-5,Inf,251,5.385921790364586e-5,Inf,250.995,5.944927404147691e-5,Inf,200,8.6633112,1
33,NaN,1.1484249999999998,251,5.385921790364586e-5,Inf,251,5.385921790364586e-5,Inf,250.995,5.883653069985527e-5,Inf,200,8.9303266,1
34,NaN,1.1539499999999998,251,5.385921790364586e-5,Inf,251,5.385921790364586e-5,Inf,250.99,5.812003957286081e-5,Inf,200,9.228870099000002,1
