generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999997,251,0.007817187230773008,Inf,251,0.024223484027183564,Inf,251.0,0.02603264439407559,Inf,200,0.1280765,1
1,NaN,1.2449249999999996,251,0.001303743078855759,Inf,251,0.001303743078855759,Inf,250.985,0.003314713642476624,Inf,200,0.398730001,1
2,NaN,1.2449249999999994,251,0.0010876229882190484,Inf,251,0.0010876229882190484,Inf,250.985,0.0022040655165143524,Inf,200,0.6756529010000001,1
3,NaN,1.2449499999999996,251,0.0010876229882190484,Inf,251,0.0010876229882190484,Inf,250.99,0.0019923614443949464,Inf,200,0.9667719010000001,1
4,NaN,1.2449499999999996,251,0.0010876229882190484,Inf,251,0.0010876229882190484,Inf,250.99,0.0018117834224860834,Inf,200,1.2491487000000001,1
5,NaN,1.2449749999999995,251,0.0010876229882190484,Inf,251,0.0010876229882190484,Inf,250.995,0.001695683625979226,Inf,200,1.5284711000000002,1
6,NaN,1.2449749999999995,251,0.0010876229882190484,Inf,251,0.0010876229882190484,Inf,250.995,0.001573818455048552,Inf,200,1.8111987000000003,1
7,NaN,1.2449749999999995,251,0.001011886679910552,Inf,251,0.001011886679910552,Inf,250.995,0.0014757411735492325,Inf,200,2.113656401,1
8,NaN,1.2449499999999996,251,0.001011886679910552,Inf,251,0.001011886679910552,Inf,250.99,0.0013956476643750776,Inf,200,2.408332901,1
9,NaN,1.2449249999999996,251,0.001011886679910552,Inf,251,0.001011886679910552,Inf,250.985,0.0013278152818972694,Inf,200,2.698666901,1
10,NaN,1.2449249999999996,251,0.001011886679910552,Inf,251,0.001011886679910552,Inf,250.985,0.0012704478382056807,Inf,200,3.0109483000000004,1
11,NaN,1.2448999999999995,251,0.0009395638770673995,Inf,251,0.0009395638770673995,Inf,250.98,0.001219472899163518,Inf,200,3.3186625990000005,1
12,NaN,1.2449249999999994,251,0.0009395638770673995,Inf,251,0.0009395638770673995,Inf,250.985,0.0011707038515761737,Inf,200,3.7809613980000005,1
13,NaN,1.2448999999999997,251,0.000885000629508197,Inf,251,0.000885000629508197,Inf,250.98,0.0011229375130893569,Inf,200,4.043946198,1
14,NaN,1.2449749999999995,251,0.0008269809340810977,Inf,251,0.0008269809340810977,Inf,250.995,0.0010749499593034643,Inf,200,4.307043899000001,1
15,NaN,1.2449499999999998,251,0.0007706682222175515,Inf,251,0.0007706682222175515,Inf,250.99,0.0010336025868398955,Inf,200,4.568331699000001,1
16,NaN,1.2448499999999996,251,0.0007706682222175515,Inf,251,0.0007706682222175515,Inf,250.97,0.0009906684878316476,Inf,200,4.842773198000001,1
17,NaN,1.2448749999999997,251,0.0007706682222175515,Inf,251,0.0007706682222175515,Inf,250.975,0.0009519157065479273,Inf,200,5.1086296970000005,1
18,NaN,1.2448249999999996,251,0.0007408967818108412,Inf,251,0.0007408967818108412,Inf,250.975,0.0009176891825123184,Inf,200,5.386171497,1
19,NaN,1.2449,251,0.0006760301642850667,Inf,251,0.0006760301642850667,Inf,250.98,0.0008882874515556195,Inf,200,5.667459397,1
20,NaN,1.2445749999999998,251,0.0006657712731450209,Inf,251,0.0006657712731450209,Inf,250.975,0.0008503361895403684,Inf,200,5.957050698,1
21,NaN,1.2442499999999999,251,0.0006657712731450209,Inf,251,0.0006657712731450209,Inf,250.98,0.0008218559225509114,Inf,200,6.241733797999999,1
22,NaN,1.24395,251,0.0006504937544756407,Inf,251,0.0006504937544756407,Inf,250.98,0.0007915516599428811,Inf,200,6.523634198999999,1
23,NaN,1.2435749999999999,251,0.0006504937544756407,Inf,251,0.0006504937544756407,Inf,250.975,0.0007651851712289422,Inf,200,6.820141698999999,1
24,NaN,1.242425,251,0.0005905364990821973,Inf,251,0.0005905364990821973,Inf,250.975,0.0007423181683505829,Inf,200,7.106684599999999,1
25,NaN,1.242575,251,0.0005905364990821973,Inf,251,0.0005905364990821973,Inf,250.975,0.0007216670824879395,Inf,200,7.498786600999998,1
26,NaN,1.2427249999999999,251,0.0005905364990821973,Inf,251,0.0005905364990821973,Inf,250.985,0.0007017205427531708,Inf,200,7.764564200999998,1
27,NaN,1.2423749999999998,251,0.0005580602477054114,Inf,251,0.0005580602477054114,Inf,250.985,0.0006845909571526185,Inf,200,8.029629100999998,1
28,NaN,1.2418499999999997,251,0.0005580602477054114,Inf,251,0.0005580602477054114,Inf,250.99,0.000668376982367653,Inf,200,8.294483599999998,1
29,NaN,1.2420749999999998,251,0.0005580602477054114,Inf,251,0.0005580602477054114,Inf,250.995,0.0006538526407404125,Inf,200,8.572585100999998,1
30,NaN,1.2417249999999997,251,0.0005580602477054114,Inf,251,0.0005580602477054114,Inf,250.985,0.0006379829361423191,Inf,200,8.841030101999998,1
31,NaN,1.241825,251,0.0005413795500036138,Inf,251,0.0005413795500036138,Inf,250.985,0.0006227962773674115,Inf,200,9.125828101999998,1
32,NaN,1.240675,251,0.0005413795500036138,Inf,251,0.0005413795500036138,Inf,250.985,0.0006077188090190512,Inf,200,9.408787102999998,1
33,NaN,1.2407249999999999,251,0.0005275838762756453,Inf,251,0.0005275838762756453,Inf,250.975,0.0005947111582085233,Inf,200,9.690742002999999,1
34,NaN,1.2394749999999999,251,0.0005118013313061344,Inf,251,0.0005118013313061344,Inf,250.985,0.0005831349726121342,Inf,200,9.975253503,1
35,NaN,1.2398999999999998,251,0.00047979547933656733,Inf,251,0.00047979547933656733,Inf,250.99,0.0005701582730094849,Inf,200,10.265837402999999,1
36,NaN,1.23885,251,0.00047979547933656733,Inf,251,0.00047979547933656733,Inf,250.99,0.000557222866806821,Inf,200,10.555505802999999,1
37,NaN,1.2397749999999998,251,0.0004726831513326979,Inf,251,0.0004726831513326979,Inf,250.985,0.0005470357759013344,Inf,200,10.950172003999999,1
38,NaN,1.238575,251,0.0004681590624659696,Inf,251,0.0004681590624659696,Inf,250.975,0.0005373326977447274,Inf,200,11.202424904999999,1
39,NaN,1.2389499999999998,251,0.0004612631717500768,Inf,251,0.0004612631717500768,Inf,250.98,0.0005278170237474105,Inf,200,11.465065005,1
40,NaN,1.238,251,0.0004612631717500768,Inf,251,0.0004612631717500768,Inf,250.98,0.0005193403564948809,Inf,200,11.715710504,1
41,NaN,1.2311249999999998,251,0.00045287947454224735,Inf,251,0.00045287947454224735,Inf,250.985,0.0005089878980266328,Inf,200,11.992964803,1
42,NaN,1.2289749999999997,251,0.00045287947454224735,Inf,251,0.00045287947454224735,Inf,250.985,0.0004986870000940522,Inf,200,12.250398503,1
43,NaN,1.2259499999999999,251,0.00044519498534819794,Inf,251,0.00044519498534819794,Inf,250.99,0.0004897205095845074,Inf,200,12.521731203,1
44,NaN,1.22575,251,0.0004362625796281434,Inf,251,0.0004362625796281434,Inf,250.98,0.0004818434774959196,Inf,200,12.787211203,1
45,NaN,1.222225,251,0.0004070385758224215,Inf,251,0.0004070385758224215,Inf,250.995,0.00047299412039045067,Inf,200,13.053653302,1
46,NaN,1.2221499999999998,251,0.0004070385758224215,Inf,251,0.0004070385758224215,Inf,251.0,0.0004676244371636338,Inf,200,13.326902501000001,1
47,NaN,1.2162249999999997,251,0.0004070385758224215,Inf,251,0.0004070385758224215,Inf,250.995,0.0004610742760105521,Inf,200,13.596373102000001,1
48,NaN,1.207625,251,0.0004070385758224215,Inf,251,0.0004070385758224215,Inf,250.995,0.0004562306405633359,Inf,200,13.877185102,1
49,NaN,1.20535,251,0.0004070385758224215,Inf,251,0.0004070385758224215,Inf,250.99,0.0004515222560742001,Inf,200,14.149947302000001,1
50,NaN,1.1883999999999997,251,0.0004070385758224215,Inf,251,0.0004070385758224215,Inf,250.99,0.0004464355359406294,Inf,200,14.526632002000001,1
51,NaN,1.1690249999999998,251,0.00040569809941937434,Inf,251,0.00040569809941937434,Inf,250.995,0.00044092722793666377,Inf,200,14.780016702000001,1
52,NaN,1.16665,251,0.0003922505302897575,Inf,251,0.0003922505302897575,Inf,250.99,0.0004359513583815222,Inf,200,15.030136601,1
53,NaN,1.1619249999999999,251,0.0003922505302897575,Inf,251,0.0003922505302897575,Inf,250.995,0.00043213129870479727,Inf,200,15.286142,1
54,NaN,1.155425,251,0.0003922505302897575,Inf,251,0.0003922505302897575,Inf,250.995,0.00042751047550511264,Inf,200,15.544693101,1
55,NaN,1.1423999999999999,251,0.0003902148629013417,Inf,251,0.0003902148629013417,Inf,250.99,0.00042304257288661704,Inf,200,15.798395901,1
56,NaN,1.14025,251,0.0003902148629013417,Inf,251,0.0003902148629013417,Inf,250.99,0.00041769119659975534,Inf,200,16.0751015,1
57,NaN,1.1420249999999998,251,0.00038705119935248603,Inf,251,0.00038705119935248603,Inf,250.985,0.00041305150866311575,Inf,200,16.391544499,1
58,NaN,1.1394,251,0.00036179426287480474,Inf,251,0.00036179426287480474,Inf,250.99,0.0004085367823621834,Inf,200,16.665381098999998,1
59,NaN,1.1401,251,0.00036179426287480474,Inf,251,0.00036179426287480474,Inf,250.99,0.000404241429021875,Inf,200,16.937251698999997,1
60,NaN,1.137025,251,0.00036179426287480474,Inf,251,0.00036179426287480474,Inf,250.995,0.00039970018514255494,Inf,200,17.208541799,1
61,NaN,1.1395749999999998,251,0.00036179426287480474,Inf,251,0.00036179426287480474,Inf,250.995,0.00039601626917811503,Inf,200,17.484751199999998,1
62,NaN,1.1390999999999998,251,0.00036179426287480474,Inf,251,0.00036179426287480474,Inf,251.0,0.00039194205885025057,Inf,200,17.757395199999998,1
