generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999997,251,0.8909976387462695,Inf,251,0.9203268159309711,Inf,251.0,0.9230470557316164,Inf,200,0.1158394,1
1,NaN,1.2449499999999996,251,0.7717896261176241,Inf,251,0.7717896261176241,Inf,250.99,0.8013457629613491,Inf,200,0.4030162,1
2,NaN,1.2448999999999995,251,0.7699355930009042,Inf,251,0.7699355930009042,Inf,250.98,0.7935687938231155,Inf,200,0.6899303,1
3,NaN,1.2449249999999996,251,0.7699355930009042,Inf,251,0.7699355930009042,Inf,250.985,0.7886717600800967,Inf,200,0.9843497999999999,1
4,NaN,1.2448749999999995,251,0.7608408901065518,Inf,251,0.7608408901065518,Inf,250.975,0.7844927997391458,Inf,200,1.2744818,1
5,NaN,1.2448999999999995,251,0.7608408901065518,Inf,251,0.7608408901065518,Inf,250.98,0.7815151791149745,Inf,200,1.5762065,1
6,NaN,1.2448999999999995,251,0.7608408901065518,Inf,251,0.7608408901065518,Inf,250.98,0.7787267089830873,Inf,200,1.9021935010000002,1
7,NaN,1.2448999999999995,251,0.7589752274522878,Inf,251,0.7589752274522878,Inf,250.98,0.7758255122133015,Inf,200,2.2280103010000003,1
8,NaN,1.2448999999999997,250,0.7544011102971871,Inf,250,0.7544011102971871,Inf,250.98,0.773265628110672,Inf,200,2.5322551000000004,1
9,NaN,1.2448999999999997,250,0.7544011102971871,Inf,250,0.7544011102971871,Inf,250.98,0.7709076337910089,Inf,200,2.9140060990000003,1
10,NaN,1.2448999999999997,251,0.7469669539353995,Inf,251,0.7469669539353995,Inf,250.98,0.7683568940144057,Inf,200,3.2014051990000003,1
11,NaN,1.2448499999999998,251,0.7469669539353995,Inf,251,0.7469669539353995,Inf,250.97,0.7657911008062851,Inf,200,3.490244499,1
12,NaN,1.2447999999999997,251,0.7414533524626842,Inf,251,0.7414533524626842,Inf,250.96,0.7628593223785295,Inf,200,3.778904898,1
13,NaN,1.2448249999999996,251,0.7335303710048385,Inf,251,0.7335303710048385,Inf,250.965,0.7602650087743104,Inf,200,4.071853397,1
14,NaN,1.2448499999999998,251,0.7335303710048385,Inf,251,0.7335303710048385,Inf,250.97,0.7575258765331927,Inf,200,4.373158598,1
15,NaN,1.2449499999999998,251,0.7335303710048385,Inf,251,0.7335303710048385,Inf,250.99,0.7549479154931918,Inf,200,4.679527097999999,1
16,NaN,1.2449499999999998,251,0.7335303710048385,Inf,251,0.7335303710048385,Inf,250.99,0.7524662286596395,Inf,200,4.985711396999999,1
17,NaN,1.2448249999999996,251,0.7335303710048385,Inf,251,0.7335303710048385,Inf,250.985,0.7500021451942878,Inf,200,5.323396697999999,1
18,NaN,1.2443999999999997,251,0.7335303710048385,Inf,251,0.7335303710048385,Inf,250.99,0.7475817053882513,Inf,200,5.684660297999999,1
19,NaN,1.2403749999999998,251,0.7327673726109055,Inf,251,0.7327673726109055,Inf,250.985,0.7454104382667187,Inf,200,6.002644397999999,1
20,NaN,1.2396249999999998,251,0.7327673726109055,Inf,251,0.7327673726109055,Inf,250.975,0.74343929637629,Inf,200,6.278194098999999,1
21,NaN,1.2375249999999998,251,0.7278395462350971,Inf,251,0.7278395462350971,Inf,250.985,0.7413995773028768,Inf,200,6.559534998999999,1
22,NaN,1.2355499999999997,251,0.7277966324612801,Inf,251,0.7277966324612801,Inf,250.97,0.7394255053705838,Inf,200,6.835014799,1
23,NaN,1.2389249999999998,251,0.7207604339732212,Inf,251,0.7207604339732212,Inf,250.975,0.7375579742872655,Inf,200,7.109954499,1
24,NaN,1.231575,251,0.7207604339732212,Inf,251,0.7207604339732212,Inf,250.985,0.7357146461883458,Inf,200,7.393520999,1
25,NaN,1.2229499999999998,251,0.7207604339732212,Inf,251,0.7207604339732212,Inf,250.99,0.7336408662445324,Inf,200,7.688194799,1
26,NaN,1.2258999999999998,251,0.7207604339732212,Inf,251,0.7207604339732212,Inf,250.98,0.7320804577206742,Inf,200,7.979059598999999,1
27,NaN,1.2268749999999997,251,0.7207039234384168,Inf,251,0.7207039234384168,Inf,250.995,0.7303672081656006,Inf,200,8.326728999999998,1
28,NaN,1.219675,251,0.7207039234384168,Inf,251,0.7207039234384168,Inf,250.995,0.7287739118532004,Inf,200,8.602473500999999,1
29,NaN,1.2209999999999999,251,0.7146802786815591,Inf,251,0.7146802786815591,Inf,250.99,0.7271190175692065,Inf,200,8.883260500999999,1
30,NaN,1.2194499999999997,251,0.7146802786815591,Inf,251,0.7146802786815591,Inf,250.99,0.7258526220055106,Inf,200,9.159623800999999,1
31,NaN,1.217925,251,0.7146802786815591,Inf,251,0.7146802786815591,Inf,250.995,0.7243167372126166,Inf,200,9.431485300999999,1
32,NaN,1.2139499999999999,251,0.7126091620140997,Inf,251,0.7126091620140997,Inf,250.99,0.7229284880519796,Inf,200,9.710036100999998,1
