generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,0.24999999999999986,52,8.44023193597845,Inf,52,16.56516747316305,Inf,52.0,13.10857417608338,Inf,200,0.3084915,1
1,NaN,0.2499749999999998,52,8.44023193597845,Inf,52,8.44023193597845,Inf,51.995,11.672399415943165,Inf,200,0.712776301,1
2,NaN,0.24999999999999978,52,8.44023193597845,Inf,52,8.44023193597845,Inf,52.0,11.145993027412095,Inf,200,0.734972101,1
3,NaN,0.24994999999999976,52,8.44023193597845,Inf,52,8.44023193597845,Inf,51.99,10.720548207677588,Inf,200,0.757970301,1
4,NaN,0.24994999999999976,52,8.44023193597845,Inf,52,8.44023193597845,Inf,51.99,10.308632834993928,Inf,200,0.780528601,1
5,NaN,0.2499749999999998,52,8.44023193597845,Inf,52,8.44023193597845,Inf,51.995,9.961201292372571,Inf,200,0.804883001,1
6,NaN,0.24994999999999984,52,8.44023193597845,Inf,52,8.44023193597845,Inf,51.99,9.674930363529427,Inf,200,0.825008501,1
7,NaN,0.24987499999999982,52,8.44023193597845,Inf,52,8.44023193597845,Inf,51.975,9.439599398585429,Inf,200,0.8457954010000001,1
8,NaN,0.2498249999999998,52,8.224630645234857,Inf,52,8.224630645234857,Inf,51.965,9.216914189111174,Inf,200,0.8693830010000001,1
9,NaN,0.24984999999999985,52,8.224630645234857,Inf,52,8.224630645234857,Inf,51.97,9.043780861460885,Inf,200,0.8946911000000001,1
10,NaN,0.2498499999999998,52,8.05287595882269,Inf,52,8.05287595882269,Inf,51.97,8.878834678569193,Inf,200,0.916913399,1
11,NaN,0.24987499999999982,52,7.736227032972228,Inf,52,7.736227032972228,Inf,51.975,8.675161725818231,Inf,200,0.940480399,1
12,NaN,0.24987499999999982,52,7.703446715940593,Inf,52,7.703446715940593,Inf,51.975,8.510215351072555,Inf,200,0.9656343980000001,1
13,NaN,0.2499249999999998,52,7.589544292404455,Inf,52,7.589544292404455,Inf,51.985,8.374639925834572,Inf,200,0.984337298,1
14,NaN,0.2499749999999998,52,7.589544292404455,Inf,52,7.589544292404455,Inf,51.995,8.259259158332467,Inf,200,1.004959997,1
15,NaN,0.24994999999999984,52,7.589544292404455,Inf,52,7.589544292404455,Inf,51.99,8.143349891728622,Inf,200,1.0356316970000001,1
