generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999994,251,0.7794661203622676,Inf,251,1.0307742199279069,Inf,251.0,1.011788578796953,Inf,200,0.109651701,1
1,NaN,1.2449749999999995,251,0.7794661203622676,Inf,251,0.7794661203622676,Inf,250.995,0.9454309127674986,Inf,200,0.212118802,1
2,NaN,1.2449749999999995,251,0.7794661203622676,Inf,251,0.7794661203622676,Inf,250.995,0.9104259704215587,Inf,200,0.311863302,1
3,NaN,1.2449749999999997,251,0.7284581394738376,Inf,251,0.7284581394738376,Inf,250.995,0.8794716213168168,Inf,200,0.40283900300000003,1
4,NaN,1.2449249999999996,251,0.7208419642389161,Inf,251,0.7208419642389161,Inf,250.985,0.853584857720096,Inf,200,0.501770703,1
5,NaN,1.2449249999999996,251,0.7208419642389161,Inf,251,0.7208419642389161,Inf,250.985,0.8304129922858032,Inf,200,0.611135803,1
6,NaN,1.2449249999999994,251,0.6968677638697518,Inf,251,0.6968677638697518,Inf,250.985,0.8069254158812095,Inf,200,0.711127203,1
7,NaN,1.2448499999999996,251,0.6968677638697518,Inf,251,0.6968677638697518,Inf,250.97,0.785557643448479,Inf,200,0.813708902,1
8,NaN,1.2448499999999998,251,0.644012095700088,Inf,251,0.644012095700088,Inf,250.97,0.7675979931212151,Inf,200,0.916256403,1
9,NaN,1.2448749999999995,251,0.644012095700088,Inf,251,0.644012095700088,Inf,250.975,0.7520115716812963,Inf,200,1.012956802,1
10,NaN,1.2449,251,0.6438070026439994,Inf,251,0.6438070026439994,Inf,250.98,0.7372533165300235,Inf,200,1.107790601,1
11,NaN,1.2449499999999998,251,0.6438070026439994,Inf,251,0.6438070026439994,Inf,250.99,0.7219598340439668,Inf,200,1.208617,1
12,NaN,1.2449,251,0.6207473863293856,Inf,251,0.6207473863293856,Inf,250.98,0.7087835496498566,Inf,200,1.3043404,1
13,NaN,1.2448749999999997,251,0.6207473863293856,Inf,251,0.6207473863293856,Inf,250.975,0.6958298502155771,Inf,200,1.3936442,1
14,NaN,1.2448499999999998,251,0.6163716249428355,Inf,251,0.6163716249428355,Inf,250.97,0.6843702521124244,Inf,200,1.4896582,1
15,NaN,1.2448499999999998,251,0.6030920487182048,Inf,251,0.6030920487182048,Inf,250.97,0.6736638939119384,Inf,200,1.576641699,1
16,NaN,1.2448249999999996,251,0.6030920487182048,Inf,251,0.6030920487182048,Inf,250.965,0.6631478317473091,Inf,200,1.6730857000000001,1
17,NaN,1.2448999999999997,251,0.5903552760903665,Inf,251,0.5903552760903665,Inf,250.98,0.654288644646464,Inf,200,1.7647374,1
18,NaN,1.2446999999999997,251,0.5903552760903665,Inf,251,0.5903552760903665,Inf,250.98,0.6459022856227223,Inf,200,1.857134099,1
19,NaN,1.2449999999999997,251,0.5903552760903665,Inf,251,0.5903552760903665,Inf,251.0,0.6377936513213807,Inf,200,1.953779699,1
20,NaN,1.2440749999999996,251,0.5897665538291605,Inf,251,0.5897665538291605,Inf,250.995,0.6311590058135719,Inf,200,2.041329099,1
21,NaN,1.2340999999999998,251,0.5770571998990288,Inf,251,0.5770571998990288,Inf,250.99,0.6244850244184239,Inf,200,2.130130099,1
