generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999994,251,0.3011005286745927,Inf,251,1.2219981445269104,Inf,251.0,1.0166170814612177,Inf,200,0.1547463,1
1,NaN,1.2449499999999996,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.99,0.9394015672762692,Inf,200,0.2642898,1
2,NaN,1.2449249999999994,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.985,0.9115165530554096,Inf,200,0.37394239900000004,1
3,NaN,1.2448499999999996,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.97,0.8820032459931213,Inf,200,0.47073169800000003,1
4,NaN,1.2448499999999996,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.97,0.8532215631193751,Inf,200,0.573477898,1
5,NaN,1.2448999999999997,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.98,0.8285045954670892,Inf,200,0.7008167970000001,1
6,NaN,1.2449499999999996,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.99,0.8055893833121525,Inf,200,0.801423497,1
7,NaN,1.2449249999999996,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.985,0.787358080462744,Inf,200,0.9224404970000001,1
8,NaN,1.2448749999999997,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.975,0.7697611467765146,Inf,200,1.013581796,1
9,NaN,1.2448499999999998,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.97,0.7516627703895753,Inf,200,1.110026496,1
10,NaN,1.2447999999999997,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.96,0.7339938524100339,Inf,200,1.2227369959999999,1
11,NaN,1.2449,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.98,0.7168123906418539,Inf,200,1.3246196959999998,1
12,NaN,1.2449249999999998,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.985,0.7016213308963816,Inf,200,1.4229370959999998,1
13,NaN,1.2448249999999996,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.965,0.683716450632272,Inf,200,1.5375236959999998,1
14,NaN,1.2446499999999998,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.97,0.6657169471259757,Inf,200,1.6515636949999999,1
15,NaN,1.2439999999999996,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.97,0.6462280237561481,Inf,200,1.7634843939999998,1
16,NaN,1.2427499999999996,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.97,0.6283089971570486,Inf,200,1.870433495,1
17,NaN,1.2391499999999998,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.96,0.6099661061680844,Inf,200,1.971175094,1
18,NaN,1.2285999999999997,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.98,0.5902387360059036,Inf,200,2.080231295,1
19,NaN,1.1998999999999997,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.97,0.5719489782097882,Inf,200,2.181398696,1
20,NaN,1.1646749999999997,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.965,0.5547104042536821,Inf,200,2.290997896,1
21,NaN,1.1334749999999998,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.975,0.540529090270437,Inf,200,2.387205996,1
22,NaN,1.0867999999999998,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.99,0.5264286337603407,Inf,200,2.486826096,1
23,NaN,1.0470249999999999,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.985,0.5138295002382732,Inf,200,2.5901994960000003,1
24,NaN,1.0210249999999998,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.975,0.5057193917327275,Inf,200,2.7028585960000004,1
25,NaN,1.0037249999999998,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.975,0.4963940000114361,Inf,200,2.8003720950000006,1
26,NaN,0.9916999999999999,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.98,0.48682196622985413,Inf,200,2.9120584950000006,1
27,NaN,0.9769999999999999,251,0.3011005286745927,Inf,251,0.3011005286745927,Inf,250.97,0.4794006030303492,Inf,200,3.0122922950000004,1
