generation,MSE,time,run_id
50,9.107173,2.832276,13
51,9.107173,2.883951,13
52,9.00021,2.934325,13
53,9.00021,2.980141,13
54,9.00021,3.032909,13
55,8.811994,3.084531,13
56,8.811994,3.129415,13
57,8.811994,3.173097,13
58,8.811994,3.221475,13
59,8.811994,3.268449,13
60,8.789706,3.313975,13
61,8.677314,3.362956,13
62,8.677314,3.407475,13
63,8.677314,3.461637,13
64,8.677314,3.50831,13
65,8.664839,3.554881,13
66,8.664839,3.596587,13
67,8.483082,3.639236,13
68,8.228311,3.689101,13
69,8.228311,3.739616,13
70,8.228311,3.791042,13
71,8.228311,3.841679,13
72,6.402109,3.872475,13
1,15.42502,0.4925665,14
2,14.29003,0.543835,14
3,14.29003,0.594042,14
4,14.29003,0.6399169,14
5,13.48468,0.6873407,14
6,13.41802,0.7310963,14
7,12.00256,0.7762668,14
8,12.00256,0.823753,14
9,11.82183,0.865533,14
10,11.82183,0.9110595,14
11,11.82183,0.9649916,14
12,11.82183,1.016045,14
13,11.77336,1.065279,14
14,11.37963,1.109358,14
15,11.37963,1.154615,14
16,11.37963,1.198783,14
17,11.37963,1.24915,14
18,11.37963,1.301603,14
19,11.37963,1.353067,14
20,11.20525,1.40336,14
21,10.98029,1.452267,14
22,10.80607,1.495472,14
23,10.80607,1.539848,14
24,10.80607,1.584551,14
25,10.22856,1.630652,14
26,10.15153,1.679576,14
27,10.15153,1.725087,14
28,10.15153,1.770088,14
29,10.15153,1.816653,14
30,10.15153,1.861435,14
31,9.781202,1.907328,14
32,9.781202,1.94804,14
33,9.781202,1.999705,14
34,9.781202,2.039829,14
35,9.66411,2.086229,14
36,9.66411,2.131501,14
37,9.265664,2.178756,14
38,9.265664,2.220957,14
39,9.265664,2.265936,14
40,9.265664,2.312013,14
41,9.199198,2.360573,14
42,9.199198,2.401809,14
43,9.167546,2.451803,14
44,9.167546,2.504105,14
45,9.167546,2.550968,14
46,9.167546,2.603084,14
47,9.167546,2.643612,14
48,9.167546,2.683557,14
49,9.167546,2.727877,14
50,9.167546,2.778467,14
51,8.898123,2.828238,14
52,8.898123,2.875161,14
53,8.898123,2.92036,14
54,8.898123,2.9686,14
55,8.898123,3.014044,14
56,8.898123,3.05696,14
57,8.898123,3.108394,14
58,8.898123,3.154725,14
59,8.898123,3.205713,14
60,8.898123,3.253237,14
61,8.825768,3.297475,14
62,8.825768,3.342978,14
63,8.825768,3.387084,14
64,8.825768,3.431721,14
65,8.825768,3.47764,14
66,8.825768,3.523022,14
67,8.825768,3.57428,14
68,8.825768,3.623793,14
69,8.825768,3.674862,14
70,8.825768,3.726503,14
71,8.825768,3.777122,14
72,6.685973,3.807762,14
1,14.51092,0.5207568,15
2,13.4835,0.5683109,15
3,13.4835,0.6166866,15
4,12.99447,0.6696818,15
5,12.30951,0.7195078,15
6,12.30951,0.7685232,15
7,12.03246,0.8141928,15
8,12.03246,0.8641674,15
9,11.92358,0.9089241,15
10,12.02449,0.9954028,15
11,11.71643,1.040685,15
12,11.19182,1.089283,15
13,11.19182,1.138896,15
14,11.19182,1.190053,15
15,11.19182,1.235929,15
16,11.17133,1.28563,15
17,11.17133,1.333909,15
18,11.17133,1.374288,15
19,10.55662,1.419562,15
20,10.55662,1.466388,15
21,10.55662,1.509903,15
22,10.55662,1.557553,15
23,10.15407,1.605284,15
24,10.15407,1.649869,15
25,10.15407,1.695928,15
26,10.15407,1.743089,15
27,10.15407,1.788768,15
28,10.15407,1.836467,15
29,10.15407,1.885988,15
30,9.799506,1.926786,15
31,9.799506,1.974269,15
32,9.799506,2.023465,15
33,9.799506,2.069884,15
34,9.799506,2.117017,15
35,9.799506,2.166155,15
36,9.799506,2.208929,15
37,9.799506,2.253667,15
38,9.799506,2.304559,15
39,9.799506,2.351666,15
40,9.799506,2.400142,15
41,9.799506,2.449234,15
42,9.799506,2.491586,15
43,9.799506,2.544771,15
44,9.799506,2.593357,15
45,9.799506,2.63406,15
46,9.296792,2.677968,15
47,9.304236,2.723697,15
48,9.307508,2.769944,15
49,9.400924,2.815047,15
50,9.292443,2.866315,15
51,9.359517,2.914828,15
52,9.359517,2.967135,15
53,9.304236,3.018041,15
54,9.359517,3.06874,15
55,9.361848,3.119706,15
56,9.359517,3.16918,15
57,9.359517,3.21952,15
58,9.292443,3.269231,15
59,9.309464,3.318052,15
60,9.359517,3.370297,15
61,9.304236,3.419674,15
62,9.173612,3.471607,15
63,9.173612,3.515371,15
64,9.131445,3.561743,15
65,9.131445,3.613126,15
66,9.005812,3.65498,15
67,8.798113,3.70066,15
68,8.798113,3.748054,15
69,8.798113,3.792501,15
70,8.798113,3.837036,15
71,8.798113,3.886765,15
72,6.575732,3.921983,15
1,13.23773,0.4871913,16
2,13.23773,0.5356356,16
3,13.10775,0.5827561,16
4,12.09677,0.6327913,16
5,12.09677,0.6872556,16
6,12.09677,0.740356,16
7,12.09677,0.7947211,16
8,11.36206,0.8495909,16
9,11.36206,0.9018,16
10,11.36206,0.953071,16
11,11.36206,0.9941639,16
12,11.36206,1.042254,16
13,11.36206,1.087282,16
14,10.92539,1.128537,16
15,10.92539,1.174019,16
16,10.40838,1.214195,16
17,10.40838,1.26,16
18,9.878195,1.300655,16
19,9.878195,1.347184,16
20,9.878195,1.388659,16
21,9.878195,1.444411,16
22,9.878195,1.490368,16
23,9.878195,1.54372,16
24,9.878195,1.596044,16
25,9.878195,1.647262,16
26,9.878195,1.697644,16
27,9.878195,1.749106,16
28,9.878195,1.79936,16
29,9.878195,1.845661,16
30,9.878195,1.893839,16
31,9.878195,1.940528,16
32,9.878195,1.98199,16
33,9.878195,2.032028,16
34,9.878195,2.07597,16
35,9.878195,2.119665,16
36,9.792455,2.16809,16
37,9.792455,2.213157,16
38,9.792455,2.254233,16
39,9.792455,2.297253,16
40,9.792455,2.345312,16
41,9.754232,2.391237,16
42,9.754232,2.439036,16
43,9.754232,2.486851,16
44,9.754232,2.537392,16
45,9.754232,2.585741,16
46,9.673813,2.631051,16
47,9.653328,2.680048,16
48,9.45385,2.725636,16
49,9.45385,2.774746,16
50,8.635428,2.824647,16
51,8.635428,2.873976,16
52,8.635428,2.916866,16
53,8.635428,2.957709,16
54,8.635428,3.000134,16
55,8.635428,3.043545,16
56,8.635428,3.088396,16
57,8.635428,3.134409,16
58,8.635428,3.179325,16
59,8.635428,3.224619,16
60,8.635428,3.264792,16
61,8.635428,3.305196,16
62,8.635428,3.349534,16
63,8.635428,3.393627,16
64,8.635428,3.434352,16
65,8.635428,3.4786,16
66,8.635428,3.521224,16
67,8.635428,3.562972,16
68,8.635428,3.614647,16
69,8.635428,3.665462,16
70,8.635428,3.714981,16
71,8.635428,3.764878,16
72,6.904518,3.804652,16
1,13.62733,0.4892587,17
2,13.7631,0.5353388,17
3,11.88345,0.5850039,17
4,11.88345,0.6352657,17
5,11.88345,0.6870882,17
6,11.88345,0.7324792,17
7,11.88345,0.7771036,17
8,11.88345,0.8284975,17
9,11.40109,0.8798607,17
10,11.40109,0.9438991,17
11,11.40109,0.9952671,17
12,11.40109,1.044954,17
13,11.40109,1.095177,17
14,11.36424,1.141946,17
15,11.36424,1.186403,17
16,11.36424,1.237668,17
17,11.36424,1.277562,17
18,10.53505,1.323136,17
19,10.51194,1.37379,17
20,10.4098,1.434796,17
21,10.49249,1.492297,17
22,10.4238,1.541524,17
23,10.43727,1.591225,17
24,10.42308,1.639524,17
25,10.4238,1.689116,17
26,9.74879,1.740146,17
27,9.74879,1.79027,17
28,9.74879,1.841652,17
29,9.74879,1.891219,17
30,9.74879,1.943836,17
31,9.74879,1.993089,17
32,9.74879,2.042255,17
33,9.74879,2.085802,17
34,9.74879,2.13136,17
35,9.703063,2.176907,17
36,9.703063,2.229087,17
37,9.238154,2.276713,17
38,9.238154,2.323284,17
39,9.238154,2.370135,17
40,9.238154,2.420514,17
41,9.238154,2.472337,17
42,9.238154,2.521972,17
43,9.238154,2.574914,17
44,9.238154,2.623197,17
45,9.238154,2.669163,17
46,9.238154,2.711728,17
47,9.175745,2.764408,17
48,9.175745,2.809867,17
49,9.175745,2.861105,17
50,9.175745,2.905446,17
51,9.175745,2.952515,17
52,9.175745,3.000467,17
53,9.175745,3.047537,17
54,9.175745,3.098433,17
55,9.135403,3.15117,17
56,9.135403,3.201693,17
57,9.061878,3.252866,17
58,8.849536,3.303466,17
59,8.845598,3.35664,17
60,8.683709,3.397483,17
61,8.683709,3.44462,17
62,8.683709,3.486725,17
63,8.683709,3.530743,17
64,8.602427,3.580048,17
65,8.602427,3.634273,17
66,8.602427,3.677903,17
67,8.602427,3.729467,17
68,8.602427,3.77641,17
69,8.602427,3.820294,17
70,8.602427,3.867856,17
71,8.602427,3.913916,17
72,6.836406,3.948367,17
1,13.66261,0.491458,18
2,13.55135,0.5436397,18
3,13.67679,0.5882231,18
4,12.6784,0.6324863,18
5,12.6784,0.6749868,18
6,12.6784,0.7218384,18
7,12.6784,0.7667745,18
8,12.1865,0.8176278,18
9,11.56495,0.8627836,18
10,11.56495,0.9092475,18
11,11.56495,0.9684142,18
12,11.56495,1.013059,18
13,11.56495,1.057714,18
14,11.56495,1.102515,18
15,11.56495,1.153022,18
16,11.26886,1.204898,18
17,11.22829,1.256526,18
18,11.22829,1.308534,18
19,11.27404,1.353326,18
20,11.31093,1.397953,18
21,11.33814,1.445312,18
22,11.26886,1.493267,18
23,11.26268,1.542393,18
24,11.11405,1.589101,18
25,11.31093,1.636103,18
26,11.25298,1.681772,18
27,10.66746,1.733441,18
28,10.61921,1.785211,18
29,10.66746,1.832342,18
30,10.52779,1.884107,18
31,10.64652,1.931887,18
32,10.60444,1.975901,18
33,10.72166,2.020591,18
34,10.54073,2.065684,18
35,10.06877,2.112165,18
36,10.06877,2.158411,18
37,10.06877,2.20376,18
38,10.06877,2.253824,18
39,9.974677,2.301418,18
40,10.0242,2.341802,18
41,9.905534,2.394172,18
42,9.905534,2.438585,18
43,9.55131,2.485136,18
44,9.55131,2.532657,18
45,9.259554,2.579136,18
46,9.259554,2.629016,18
47,9.259554,2.682855,18
48,9.194137,2.736558,18
49,9.043967,2.789454,18
50,8.727265,2.843028,18
51,8.727265,2.896532,18
52,8.696576,2.946716,18
53,8.696576,2.994823,18
54,8.696576,3.04171,18
55,8.696576,3.089888,18
56,8.696576,3.138096,18
57,8.696576,3.184109,18
58,8.696576,3.228251,18
59,8.696576,3.270451,18
60,8.696576,3.310196,18
61,8.696576,3.354544,18
62,8.553896,3.397638,18
63,8.512737,3.443008,18
64,8.512737,3.489582,18
65,8.512737,3.537524,18
66,8.512737,3.58643,18
67,8.512737,3.634497,18
68,8.512737,3.681848,18
69,8.512737,3.72689,18
70,8.512737,3.767589,18
71,8.512737,3.817854,18
72,6.885508,3.847989,18
1,13.41697,0.4789702,19
2,13.67843,0.5275252,19
3,13.1843,0.5762707,19
4,13.23318,0.6268244,19
5,12.83163,0.6714387,19
6,12.26076,0.7221482,19
7,12.02029,0.7732925,19
8,12.02029,0.8236912,19
9,12.02029,0.870495,19
10,12.02029,0.9134768,19
11,12.02029,0.9611992,19
12,12.02029,1.011349,19
13,11.36221,1.056276,19
14,11.36221,1.100819,19
15,11.36221,1.144573,19
16,11.36221,1.188616,19
17,11.36221,1.234656,19
18,11.36116,1.280499,19
19,11.36116,1.3243,19
20,11.36116,1.368052,19
21,11.36116,1.415161,19
22,11.36116,1.456266,19
23,10.90152,1.514174,19
24,10.90152,1.562608,19
25,10.90152,1.607484,19
26,10.90152,1.65235,19
27,10.90152,1.702733,19
28,10.90152,1.756326,19
29,10.42166,1.803613,19
30,10.42166,1.853868,19
31,10.42166,1.901372,19
32,10.42166,1.94976,19
33,10.42166,1.996095,19
34,10.42166,2.045434,19
35,10.42166,2.09404,19
36,10.42166,2.138913,19
37,10.42166,2.182995,19
38,10.42166,2.228856,19
39,10.42166,2.278357,19
40,10.42166,2.32277,19
41,10.42166,2.367806,19
42,10.42166,2.412509,19
43,10.42166,2.456889,19
44,9.823867,2.501828,19
45,9.823867,2.552049,19
46,9.823867,2.599074,19
47,9.823867,2.646928,19
48,9.823867,2.699381,19
49,9.823867,2.753132,19
50,9.823867,2.801071,19
51,9.823867,2.845058,19
52,9.823867,2.891282,19
53,9.823867,2.942416,19
54,9.38734,2.986839,19
55,9.38734,3.027324,19
56,9.383108,3.075748,19
57,9.416784,3.124411,19
58,9.357185,3.172121,19
59,9.357185,3.227095,19
60,9.364584,3.279749,19
61,9.357185,3.328518,19
62,9.275985,3.373427,19
63,9.275985,3.418847,19
64,9.275985,3.4671,19
65,9.275985,3.514743,19
66,9.275985,3.560033,19
67,9.275985,3.60393,19
68,9.275985,3.657072,19
69,9.275985,3.708622,19
70,9.070805,3.760563,19
71,9.070805,3.810692,19
72,6.691774,3.837049,19
1,13.19676,0.4976319,20
2,13.19676,0.5462028,20
3,13.19676,0.5978527,20
4,13.19676,0.6427174,20
5,13.19676,0.6946648,20
6,13.19676,0.7414758,20
7,13.19676,0.7848093,20
8,11.88269,0.8382835,20
9,11.88269,0.8894976,20
10,11.88269,0.937074,20
11,11.88269,0.9856572,20
12,11.73025,1.044684,20
13,11.73025,1.093557,20
14,11.73025,1.139588,20
15,11.73025,1.186046,20
16,11.73025,1.237458,20
17,11.73025,1.291476,20
18,11.73025,1.339399,20
19,11.65851,1.381055,20
20,11.65851,1.4294,20
21,11.65851,1.47706,20
22,11.27087,1.518339,20
23,11.27087,1.568572,20
24,11.27087,1.618678,20
25,11.27087,1.662688,20
26,11.27087,1.714144,20
27,11.02725,1.766195,20
28,11.02725,1.817507,20
29,11.02725,1.867859,20
30,11.02725,1.912473,20
31,11.02725,1.95861,20
32,11.02725,2.005918,20
33,11.02725,2.053796,20
34,10.36695,2.096155,20
35,10.36695,2.141287,20
36,10.36695,2.185581,20
37,10.36695,2.235582,20
38,10.36695,2.283919,20
39,10.36695,2.331148,20
40,10.36695,2.376949,20
41,10.36695,2.426039,20
42,10.36695,2.469278,20
43,10.36695,2.516702,20
44,10.36695,2.567242,20
45,10.36695,2.617259,20
46,10.36695,2.666396,20
47,10.36695,2.714591,20
48,10.36695,2.76261,20
49,10.36695,2.813451,20
50,10.36695,2.857,20
51,10.36695,2.896632,20
52,10.36695,2.941503,20
53,10.36695,2.988928,20
54,10.16713,3.034393,20
55,10.16713,3.083697,20
56,10.16713,3.13362,20
57,10.16713,3.189533,20
58,10.16713,3.239418,20
59,10.16713,3.285977,20
60,10.16713,3.333102,20
61,10.16713,3.379081,20
62,10.13902,3.419757,20
63,10.13902,3.470286,20
64,10.13902,3.515568,20
65,10.13902,3.559909,20
66,10.13902,3.61013,20
67,10.03552,3.658726,20
68,10.03552,3.706639,20
69,10.03552,3.757501,20
70,10.03552,3.798605,20
71,10.03552,3.842724,20
72,7.233097,3.869439,20
1,14.33627,0.4857159,21
2,11.94833,0.5346493,21
3,11.92951,0.5848278,21
4,12.05434,0.6377541,21
5,11.70446,0.689182,21
6,11.70446,0.7382295,21
7,11.70446,0.7888437,21
8,11.58597,0.8388988,21
9,11.58597,0.8884936,21
10,11.58597,0.9448549,21
11,11.58597,0.9936186,21
12,11.58597,1.044002,21
13,11.58597,1.093104,21
14,11.58597,1.142297,21
15,11.46403,1.190178,21
16,11.36867,1.230801,21
17,10.96434,1.273842,21
18,10.96434,1.318708,21
19,10.96434,1.367874,21
20,10.96434,1.41885,21
21,10.96434,1.469331,21
22,10.96434,1.516734,21
23,10.71495,1.562594,21
24,10.25976,1.6067,21
25,10.25976,1.649681,21
26,10.25976,1.701612,21
27,10.25976,1.746615,21
28,10.25976,1.795492,21
29,10.25976,1.843715,21
30,10.25976,1.884604,21
31,10.25976,1.932301,21
32,10.25976,1.980347,21
33,10.25976,2.023129,21
34,10.25976,2.067443,21
35,10.25976,2.113139,21
36,10.25976,2.161386,21
37,10.25976,2.207954,21
38,10.25976,2.259318,21
39,10.25976,2.30893,21
40,10.14324,2.348136,21
41,10.0494,2.395685,21
42,10.0494,2.442363,21
43,9.616101,2.492974,21
44,9.616101,2.540502,21
45,9.616101,2.589724,21
46,9.616101,2.636289,21
47,9.616101,2.685398,21
48,9.605971,2.737915,21
49,9.605971,2.785453,21
50,9.553894,2.826523,21
51,9.553894,2.871542,21
52,9.553894,2.920445,21
53,9.388466,2.968548,21
54,9.177957,3.0166,21
55,8.556626,3.061539,21
56,8.556626,3.107149,21
57,8.556626,3.152623,21
58,8.556626,3.195356,21
59,8.556626,3.24255,21
60,8.556626,3.291221,21
61,8.556626,3.333217,21
62,8.487981,3.380859,21
63,8.487981,3.424554,21
64,8.405636,3.47048,21
65,8.263839,3.518497,21
66,8.263839,3.560724,21
67,8.263839,3.605456,21
68,8.263839,3.647591,21
69,8.263839,3.690899,21
70,8.153917,3.738683,21
71,8.153917,3.782197,21
72,6.541042,3.808823,21
1,14.65767,0.4827134,22
2,14.65767,0.5331645,22
3,12.66891,0.5790516,22
4,12.66891,0.6261204,22
5,12.66891,0.6754046,22
6,12.66891,0.7221819,22
7,12.66891,0.7657632,22
8,11.37393,0.8112528,22
9,11.37393,0.8588849,22
10,11.37393,0.9112768,22
11,11.37393,0.9573299,22
12,11.41777,1.009299,22
13,11.41777,1.054896,22
14,11.41777,1.099262,22
15,11.36992,1.139572,22
16,11.38465,1.191384,22
17,11.41777,1.232915,22
18,11.94471,1.280233,22
19,11.41777,1.327811,22
20,11.34261,1.371887,22
21,11.41777,1.416504,22
22,11.15606,1.486321,22
23,11.15606,1.531216,22
24,11.15606,1.576388,22
25,11.15606,1.61834,22
26,11.15606,1.663222,22
27,11.15606,1.713453,22
28,11.15606,1.763764,22
29,11.15606,1.81497,22
30,11.15606,1.866578,22
31,11.15606,1.916956,22
32,10.85561,1.968683,22
33,10.49609,2.017864,22
34,10.45557,2.067989,22
35,10.45557,2.117183,22
36,10.45557,2.167542,22
37,10.45557,2.212344,22
38,10.45557,2.259753,22
39,10.45557,2.30102,22
40,10.45557,2.347742,22
41,10.45557,2.393711,22
42,10.07211,2.441634,22
43,10.07211,2.487216,22
44,10.07211,2.543196,22
45,10.07211,2.59403,22
46,10.07211,2.637946,22
47,10.07211,2.691753,22
48,10.07211,2.738816,22
49,9.971317,2.788101,22
50,9.971317,2.833703,22
51,9.482096,2.878014,22
52,9.482096,2.9261,22
53,9.482096,2.976755,22
54,9.482096,3.024058,22
55,9.475435,3.076069,22
56,9.475435,3.125324,22
57,9.475435,3.172297,22
58,9.475435,3.218391,22
59,9.475435,3.270006,22
60,9.475435,3.319718,22
61,9.43728,3.360412,22
62,9.43728,3.402514,22
63,9.43728,3.448009,22
64,9.43728,3.500574,22
65,9.43728,3.54882,22
66,9.43728,3.596615,22
67,9.316699,3.643051,22
68,9.308213,3.689782,22
69,9.308213,3.740425,22
70,9.308213,3.791649,22
71,9.308213,3.841781,22
72,7.011655,3.883959,22
1,14.55889,0.4653155,23
2,13.68437,0.5123263,23
3,13.68437,0.5620922,23
4,13.68437,0.6119454,23
5,13.45515,0.6612745,23
6,12.51737,0.7105962,23
7,12.51737,0.7593178,23
8,12.51737,0.8101962,23
9,12.51737,0.8532709,23
10,12.26207,0.899249,23
11,12.26207,0.9625434,23
12,11.88198,1.01158,23
13,11.88198,1.062237,23
14,11.88198,1.108771,23
15,11.88198,1.15418,23
16,10.86404,1.201482,23
17,10.04276,1.247184,23
18,10.04276,1.287882,23
19,10.04276,1.332415,23
20,10.04276,1.373917,23
21,10.04276,1.415242,23
22,10.04276,1.457017,23
23,10.04276,1.504365,23
24,10.04276,1.557877,23
25,10.04276,1.605558,23
26,10.04276,1.65247,23
27,10.04276,1.701203,23
28,10.04276,1.745504,23
29,9.682721,1.790122,23
30,9.682721,1.833639,23
31,9.682721,1.883334,23
32,9.682721,1.929783,23
33,9.669769,1.974913,23
34,9.669769,2.027314,23
35,9.669769,2.074688,23
36,9.669769,2.118828,23
37,9.390403,2.168938,23
38,9.378414,2.215884,23
39,9.390403,2.26486,23
40,9.390403,2.310821,23
41,9.378332,2.358505,23
42,9.453201,2.404843,23
43,9.381839,2.454455,23
44,9.381839,2.503963,23
45,9.035456,2.547667,23
46,9.05667,2.588839,23
47,8.966751,2.635872,23
48,9.01043,2.68572,23
49,9.035456,2.729456,23
50,8.870541,2.778899,23
51,8.84702,2.827045,23
52,8.829041,2.869376,23
53,8.870541,2.918692,23
54,8.941874,2.961868,23
55,8.881012,3.003666,23
56,8.858608,3.052131,23
57,8.841676,3.098749,23
58,8.652352,3.146448,23
59,8.652352,3.195468,23
60,8.485073,3.239991,23
61,8.485073,3.283654,23
62,8.485073,3.323546,23
63,8.428169,3.369557,23
64,8.428169,3.411634,23
65,8.428169,3.451703,23
66,8.428169,3.491478,23
67,8.428169,3.531062,23
68,8.428169,3.570551,23
69,8.428169,3.610518,23
70,8.428169,3.650476,23
71,8.428169,3.696062,23
72,6.519978,3.76491,23
1,14.39078,0.4508454,24
2,13.4684,0.498779,24
3,13.4684,0.5477436,24
4,13.4684,0.5945732,24
5,13.4684,0.6434449,24
6,12.2573,0.694227,24
7,12.08076,0.7430576,24
8,12.03981,0.790621,24
9,11.184,0.8404616,24
10,11.184,0.8851159,24
11,11.184,0.9383903,24
12,11.184,0.9907031,24
13,11.184,1.035974,24
14,11.184,1.0795,24
15,11.184,1.123899,24
16,11.184,1.170553,24
17,11.184,1.220655,24
18,11.184,1.264193,24
19,11.184,1.311566,24
20,11.184,1.359917,24
21,11.184,1.409316,24
22,11.08794,1.457159,24
23,10.32705,1.506849,24
24,10.32705,1.555445,24
25,10.32705,1.60367,24
26,10.32705,1.651839,24
27,10.32705,1.696878,24
28,10.32705,1.742637,24
29,10.32705,1.796349,24
30,10.32705,1.842865,24
31,10.18113,1.885712,24
32,10.18113,1.932828,24
33,10.18113,1.974344,24
34,10.04159,2.015399,24
35,10.04159,2.061847,24
36,10.04159,2.116143,24
37,10.04159,2.157673,24
38,10.04159,2.207197,24
39,10.04159,2.256239,24
40,10.04159,2.297621,24
41,10.04159,2.345911,24
42,10.04159,2.390304,24
43,10.04159,2.438446,24
44,10.04159,2.48684,24
45,10.04159,2.531594,24
46,9.845758,2.579908,24
47,9.602943,2.628454,24
48,9.602943,2.675027,24
49,9.602943,2.718981,24
50,9.560782,2.76142,24
51,9.560782,2.802509,24
52,9.560782,2.842291,24
53,9.241775,2.882834,24
54,9.241775,2.923031,24
55,9.241775,2.967002,24
56,9.241775,3.012162,24
57,9.241775,3.061543,24
58,9.241775,3.107384,24
59,8.733833,3.151595,24
60,8.733833,3.198637,24
61,8.733833,3.243207,24
62,8.733833,3.292667,24
63,8.733833,3.3372,24
64,8.733833,3.386597,24
65,8.733833,3.43213,24
66,8.733833,3.475517,24
67,8.733833,3.527249,24
68,8.733833,3.5783,24
69,8.733833,3.628802,24
70,8.733833,3.675518,24
71,8.733833,3.723453,24
72,6.774897,3.75567,24
1,12.50419,0.4826009,25
2,12.50419,0.5325857,25
3,12.50419,0.587289,25
4,12.50419,0.6284117,25
5,12.50419,0.6790876,25
6,12.50419,0.7238947,25
7,12.50419,0.770055,25
8,12.50419,0.8212333,25
9,12.50419,0.8683088,25
10,12.50419,0.9150981,25
11,12.50419,0.9649973,25
12,11.24027,1.014964,25
13,11.22606,1.063966,25
14,11.22606,1.105998,25
15,11.22606,1.150012,25
16,11.22606,1.197913,25
17,11.24027,1.245473,25
18,11.2208,1.296242,25
19,11.23084,1.347008,25
20,10.68267,1.398562,25
21,10.68267,1.449387,25
22,10.68267,1.500056,25
23,10.19986,1.543634,25
24,10.19986,1.591425,25
25,10.46704,1.640454,25
26,10.44936,1.688766,25
27,10.19012,1.739587,25
28,10.20463,1.788641,25
29,10.19986,1.842111,25
30,10.19012,1.886986,25
31,10.19986,1.931714,25
32,10.19986,1.976392,25
33,10.19986,2.018828,25
34,10.20463,2.064756,25
35,10.19986,2.109984,25
36,10.19986,2.154946,25
37,10.19986,2.200037,25
38,10.25079,2.248812,25
39,10.19986,2.298867,25
40,10.19986,2.346739,25
41,10.16543,2.38713,25
42,10.06728,2.435643,25
43,10.06728,2.48354,25
44,10.07524,2.52944,25
45,10.06728,2.579625,25
46,10.08961,2.631119,25
47,9.845672,2.676792,25
48,9.845672,2.725716,25
49,9.845672,2.771737,25
50,9.831496,2.818988,25
51,9.845672,2.86727,25
52,9.845672,2.916636,25
53,9.845672,2.959279,25
54,9.826723,3.004495,25
55,9.834678,3.054372,25
56,9.819748,3.098501,25
57,9.411974,3.150364,25
58,9.411974,3.198926,25
59,9.411974,3.248347,25
60,9.411974,3.291653,25
61,9.411974,3.340354,25
62,9.411974,3.388932,25
63,9.411974,3.436713,25
64,9.022581,3.48695,25
65,9.022581,3.53392,25
66,9.022581,3.583582,25
67,9.022581,3.631465,25
68,9.022581,3.682192,25
69,9.022581,3.729505,25
70,9.022581,3.773155,25
71,9.022581,3.82473,25
72,7.166336,3.852913,25
1,13.02772,0.4990317,26
2,13.02772,0.54479,26
3,13.02772,0.5923902,26
4,13.02772,0.63313,26
5,13.02772,0.6765571,26
6,13.02772,0.7219569,26
7,12.5744,0.7647321,26
8,12.5744,0.8089913,26
9,12.20678,0.8601939,26
10,11.75293,0.9293806,26
11,11.75293,0.9833517,26
12,11.75293,1.027865,26
13,11.75293,1.074821,26
14,11.75293,1.118245,26
15,11.75293,1.161565,26
16,11.60725,1.206788,26
17,10.93603,1.247427,26
18,10.93603,1.299181,26
19,10.81928,1.343331,26
20,10.81928,1.383399,26
21,10.81928,1.438045,26
22,9.939843,1.494308,26
23,9.939843,1.541561,26
24,9.908509,1.582316,26
25,10.13636,1.631456,26
26,9.908509,1.682745,26
27,10.04548,1.727295,26
28,9.931545,1.772193,26
29,9.974272,1.826747,26
30,9.939843,1.872377,26
31,9.939843,1.918749,26
32,9.932196,1.964423,26
33,9.926014,2.00724,26
34,9.293099,2.050118,26
35,9.446559,2.090751,26
36,9.510269,2.135107,26
37,9.510269,2.182025,26
38,9.512787,2.227946,26
39,9.293099,2.278204,26
40,9.153905,2.324236,26
41,8.613629,2.368962,26
42,8.613629,2.408711,26
43,8.613629,2.448765,26
44,8.613629,2.493344,26
45,8.613629,2.542557,26
46,8.613629,2.586836,26
47,8.613629,2.63668,26
48,8.613629,2.684532,26
49,8.613629,2.730527,26
50,8.613629,2.777553,26
51,8.613629,2.824426,26
52,8.613629,2.871406,26
53,8.613629,2.912507,26
54,8.613629,2.959445,26
55,8.529757,3.009355,26
56,8.529757,3.053746,26
57,8.529757,3.099873,26
58,8.529757,3.139368,26
59,8.529757,3.178987,26
60,8.529757,3.218865,26
61,8.529757,3.259623,26
62,8.399549,3.299002,26
63,8.399549,3.339043,26
64,8.399549,3.383574,26
65,8.399549,3.423236,26
66,8.399549,3.466017,26
67,8.399549,3.511149,26
68,8.399549,3.554235,26
69,8.399549,3.593305,26
70,8.399549,3.633511,26
71,8.399549,3.674727,26
72,6.971001,3.698144,26
1,13.70647,0.4581799,27
2,12.94834,0.5033199,27
3,12.94834,0.5474938,27
4,12.94834,0.5930129,27
5,12.94834,0.6334685,27
6,12.94834,0.6738911,27
7,12.65931,0.7197094,27
8,11.72345,0.7604662,27
9,11.72345,0.8028494,27
10,11.72345,0.8474441,27
11,11.72345,0.8923821,27
12,11.4649,0.9375982,27
13,11.44543,0.9812374,27
14,11.59959,1.024597,27
15,11.46964,1.066818,27
16,11.47106,1.107258,27
17,11.61016,1.147946,27
18,11.17209,1.189296,27
19,11.17209,1.229965,27
20,11.17209,1.27032,27
21,11.17209,1.314234,27
22,11.17209,1.363321,27
23,11.17209,1.413373,27
24,11.17209,1.462906,27
25,11.17209,1.510611,27
26,11.17209,1.560728,27
27,11.17209,1.60674,27
28,11.17209,1.652754,27
29,11.17209,1.693412,27
30,11.17209,1.734771,27
31,11.17209,1.782212,27
