generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999994,251,0.3011005286745927,Inf,251,1.027188539150279,Inf,251.0,1.0123480466358317,Inf,200,0.140358301,1
1,NaN,1.2449249999999994,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.5975460036759488,Inf,200,0.40924879999999997,1
2,NaN,1.2449249999999994,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.5575070754114287,Inf,200,0.6850069999999999,1
3,NaN,1.2449249999999994,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.5388423455590522,Inf,200,0.9596299989999999,1
4,NaN,1.2449499999999996,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.99,0.5188563283396752,Inf,200,1.263819299,1
5,NaN,1.2449249999999996,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.5056211690004874,Inf,200,1.521000699,1
6,NaN,1.2448999999999995,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.4917146039637631,Inf,200,1.778759599,1
7,NaN,1.2448999999999995,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.48196742857458974,Inf,200,2.050155198,1
8,NaN,1.2448999999999997,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.4709369636574411,Inf,200,2.3056459990000002,1
9,NaN,1.2448999999999997,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.46181669266897907,Inf,200,2.5711854990000003,1
10,NaN,1.2448749999999997,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.975,0.45353444076254157,Inf,200,2.8286461990000005,1
11,NaN,1.2448999999999997,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.44451689301297426,Inf,200,3.0922358000000005,1
12,NaN,1.2449499999999998,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.99,0.4372382644295179,Inf,200,3.3524663990000008,1
13,NaN,1.2449,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.43001345588196543,Inf,200,3.619322699000001,1
14,NaN,1.2447749999999997,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.4237488376792137,Inf,200,3.881670300000001,1
15,NaN,1.2437999999999998,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.4182813716352582,Inf,200,4.139242500000001,1
16,NaN,1.2415999999999996,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.4125693864852512,Inf,200,4.394164000000001,1
17,NaN,1.2443749999999998,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.4055117876275439,Inf,200,4.669565100000001,1
18,NaN,1.2436999999999998,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.3988509004938262,Inf,200,4.939718501000001,1
19,NaN,1.2430249999999996,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.39101596602844974,Inf,200,5.201377400000001,1
20,NaN,1.2363499999999998,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.99,0.3842495105759014,Inf,200,5.462878100000001,1
21,NaN,1.2306499999999998,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.3776868154494194,Inf,200,5.7195778000000015,1
22,NaN,1.2049249999999998,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.3703880862292202,Inf,200,5.992134599000002,1
23,NaN,1.1945499999999998,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.98,0.3640105346096872,Inf,200,6.246414100000002,1
24,NaN,1.1738249999999997,251,0.2842132130507143,Inf,251,0.2842132130507143,Inf,250.985,0.3578236925129775,Inf,200,6.498114700000002,1
25,NaN,1.1417749999999998,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.965,0.3511210199283831,Inf,200,6.762791401000002,1
26,NaN,1.1131499999999999,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.98,0.34513423543732435,Inf,200,7.017319901000002,1
27,NaN,1.07045,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.98,0.33958898016554623,Inf,200,7.312223800000003,1
28,NaN,1.0668,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.98,0.33431477300741136,Inf,200,7.607187400000003,1
29,NaN,0.9902249999999998,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.975,0.32891641318949105,Inf,200,7.877521500000003,1
30,NaN,0.9757749999999998,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.975,0.3242634690641088,Inf,200,8.130129100000003,1
31,NaN,0.9901249999999999,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.975,0.31980546806646837,Inf,200,8.395894600000004,1
32,NaN,0.9754749999999999,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.975,0.3160863570920989,Inf,200,8.650849700000004,1
33,NaN,0.9998749999999998,251,0.2743013870608085,Inf,251,0.2743013870608085,Inf,250.965,0.31254606327358164,Inf,200,8.907630800000003,1
34,NaN,0.9574749999999999,251,0.267579509992789,Inf,251,0.267579509992789,Inf,250.975,0.3089785129054301,Inf,200,9.164754500000003,1
35,NaN,0.970025,251,0.267579509992789,Inf,251,0.267579509992789,Inf,250.955,0.3057423895880635,Inf,200,9.415956001000003,1
36,NaN,0.9554499999999999,251,0.267579509992789,Inf,251,0.267579509992789,Inf,250.98,0.30347355349434624,Inf,200,9.690405901000004,1
37,NaN,0.9474749999999998,251,0.267579509992789,Inf,251,0.267579509992789,Inf,250.985,0.30146218133511093,Inf,200,9.954686401000004,1
38,NaN,0.96265,251,0.2581229422882758,Inf,251,0.2581229422882758,Inf,250.98,0.2995128458881646,Inf,200,10.215120301000004,1
39,NaN,0.9998499999999999,251,0.2581229422882758,Inf,251,0.2581229422882758,Inf,250.98,0.29765139252143474,Inf,200,10.474286900000005,1
