generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.0199999999999991,206,0.07341451801452749,Inf,206,0.12211023331478245,Inf,206.0,0.11576293855360702,Inf,200,0.0921027,1
1,NaN,1.019849999999999,206,0.023536867950090842,Inf,206,0.023536867950090842,Inf,205.97,0.03665366754404989,Inf,200,0.299344299,1
2,NaN,1.0199249999999993,206,0.023536867950090842,Inf,206,0.023536867950090842,Inf,205.985,0.03393012866468424,Inf,200,0.511842998,1
3,NaN,1.0198249999999993,206,0.023536867950090842,Inf,206,0.023536867950090842,Inf,205.965,0.03220352458725652,Inf,200,0.7279830979999999,1
4,NaN,1.0197499999999993,206,0.023536867950090842,Inf,206,0.023536867950090842,Inf,205.95,0.030975701520885326,Inf,200,0.939096498,1
5,NaN,1.0197749999999994,206,0.02201246000814798,Inf,206,0.02201246000814798,Inf,205.955,0.029667135269409884,Inf,200,1.149520098,1
6,NaN,1.0198999999999991,206,0.02201246000814798,Inf,206,0.02201246000814798,Inf,205.98,0.02844042230428083,Inf,200,1.3840893969999999,1
7,NaN,1.0198499999999993,206,0.02201246000814798,Inf,206,0.02201246000814798,Inf,205.97,0.02730349898590496,Inf,200,1.604300798,1
8,NaN,1.0198749999999996,206,0.021332769825239663,Inf,206,0.021332769825239663,Inf,205.975,0.02621668939207903,Inf,200,1.815877598,1
9,NaN,1.0199249999999995,206,0.02123271495572955,Inf,206,0.02123271495572955,Inf,205.985,0.025426586649537532,Inf,200,2.024380998,1
10,NaN,1.0199499999999995,206,0.020670887477877688,Inf,206,0.020670887477877688,Inf,205.99,0.024602674336136658,Inf,200,2.241507699,1
11,NaN,1.0199499999999995,206,0.020670887477877688,Inf,206,0.020670887477877688,Inf,205.99,0.023849600392743434,Inf,200,2.4486581,1
12,NaN,1.0198999999999996,206,0.020670887477877688,Inf,206,0.020670887477877688,Inf,205.98,0.023227307032330894,Inf,200,2.6618604009999998,1
13,NaN,1.0199499999999995,206,0.01859488409779998,Inf,206,0.01859488409779998,Inf,205.99,0.02263269398759303,Inf,200,2.8775221999999996,1
14,NaN,1.0199249999999995,206,0.01859488409779998,Inf,206,0.01859488409779998,Inf,205.985,0.022100272117384797,Inf,200,3.0888571999999996,1
15,NaN,1.0198999999999996,206,0.01809955899828764,Inf,206,0.01809955899828764,Inf,205.98,0.021603032702319974,Inf,200,3.3062617999999997,1
16,NaN,1.0198999999999996,206,0.01809955899828764,Inf,206,0.01809955899828764,Inf,205.98,0.021084291608218623,Inf,200,3.5185194999999996,1
17,NaN,1.0198999999999996,206,0.01809955899828764,Inf,206,0.01809955899828764,Inf,205.98,0.020627760572837165,Inf,200,3.7315236989999994,1
18,NaN,1.0199499999999995,206,0.017378004668104755,Inf,206,0.017378004668104755,Inf,205.99,0.02018064737894863,Inf,200,3.9421757999999993,1
19,NaN,1.0199499999999997,206,0.017378004668104755,Inf,206,0.017378004668104755,Inf,205.99,0.01973585777531082,Inf,200,4.1479664,1
20,NaN,1.0199749999999996,206,0.016564685455123292,Inf,206,0.016564685455123292,Inf,205.995,0.01930495794691369,Inf,200,4.357619999,1
21,NaN,1.0199499999999997,206,0.016564685455123292,Inf,206,0.016564685455123292,Inf,205.99,0.01891373052753143,Inf,200,4.575281399,1
22,NaN,1.0198999999999996,206,0.01593966359590701,Inf,206,0.01593966359590701,Inf,205.98,0.018529931695476374,Inf,200,4.811066598999999,1
23,NaN,1.0199249999999997,206,0.01593966359590701,Inf,206,0.01593966359590701,Inf,205.985,0.018203019657356444,Inf,200,5.034910298999999,1
24,NaN,1.0199499999999997,206,0.01593966359590701,Inf,206,0.01593966359590701,Inf,205.99,0.017900100413593998,Inf,200,5.240156999999999,1
25,NaN,1.0199749999999996,206,0.015665381443054266,Inf,206,0.015665381443054266,Inf,205.995,0.01758977527389405,Inf,200,5.453398399999999,1
26,NaN,1.0199749999999996,206,0.015665381443054266,Inf,206,0.015665381443054266,Inf,205.995,0.017299192168665357,Inf,200,5.6682369999999995,1
27,NaN,1.0199999999999998,206,0.014168808633877018,Inf,206,0.014168808633877018,Inf,206.0,0.016920362339845264,Inf,200,5.8767208989999995,1
28,NaN,1.0199999999999998,206,0.014168808633877018,Inf,206,0.014168808633877018,Inf,206.0,0.01662317671712361,Inf,200,6.087543898,1
29,NaN,1.0199749999999996,206,0.014068735326104332,Inf,206,0.014068735326104332,Inf,205.995,0.016328342491929812,Inf,200,6.296621298,1
30,NaN,1.0199749999999996,206,0.014068735326104332,Inf,206,0.014068735326104332,Inf,205.995,0.016073726299666705,Inf,200,6.508648098,1
31,NaN,1.0199999999999998,206,0.01373872274841891,Inf,206,0.01373872274841891,Inf,206.0,0.015784145825173852,Inf,200,6.717945498,1
32,NaN,1.0199249999999997,206,0.01373872274841891,Inf,206,0.01373872274841891,Inf,205.985,0.015476373584144484,Inf,200,6.927196997999999,1
33,NaN,1.0196999999999996,206,0.01373872274841891,Inf,206,0.01373872274841891,Inf,205.99,0.01523710836837271,Inf,200,7.162618397999999,1
34,NaN,1.0196499999999997,206,0.013508798815286749,Inf,206,0.013508798815286749,Inf,205.99,0.015003256821012565,Inf,200,7.367864898,1
35,NaN,1.0179749999999999,206,0.013106416131736121,Inf,206,0.013106416131736121,Inf,205.985,0.014750027825698828,Inf,200,7.577402397999999,1
36,NaN,1.0143749999999998,206,0.012879988008028023,Inf,206,0.012879988008028023,Inf,205.985,0.01449698451195929,Inf,200,7.785940298999999,1
37,NaN,1.0089999999999997,206,0.012879988008028023,Inf,206,0.012879988008028023,Inf,205.98,0.014304906524286566,Inf,200,7.998184798999999,1
38,NaN,1.0014499999999997,206,0.012460406252938986,Inf,206,0.012460406252938986,Inf,205.98,0.014067725204508979,Inf,200,8.212323998999999,1
39,NaN,1.0019249999999997,206,0.012460406252938986,Inf,206,0.012460406252938986,Inf,205.985,0.013859669869195188,Inf,200,8.417356698999999,1
40,NaN,0.9998499999999997,206,0.01205780905798391,Inf,206,0.01205780905798391,Inf,205.98,0.013654709453357458,Inf,200,8.633038898999999,1
41,NaN,0.9947999999999996,206,0.01205780905798391,Inf,206,0.01205780905798391,Inf,205.99,0.01347101086558277,Inf,200,8.847545898999998,1
42,NaN,0.9878499999999997,206,0.01205780905798391,Inf,206,0.01205780905798391,Inf,205.99,0.01328750646284384,Inf,200,9.053533998999999,1
43,NaN,0.9864499999999998,206,0.01191290639696981,Inf,206,0.01191290639696981,Inf,205.99,0.013096918303511475,Inf,200,9.261338999,1
44,NaN,0.9824999999999997,206,0.011788318833137308,Inf,206,0.011788318833137308,Inf,205.99,0.012915210076990931,Inf,200,9.478144399,1
45,NaN,0.9754499999999996,206,0.011788318833137308,Inf,206,0.011788318833137308,Inf,205.98,0.012757172631559151,Inf,200,9.683441599,1
46,NaN,0.9770499999999999,206,0.011788318833137308,Inf,206,0.011788318833137308,Inf,205.99,0.012622332058825576,Inf,200,9.8907635,1
47,NaN,0.9783999999999997,206,0.011544922151351368,Inf,206,0.011544922151351368,Inf,205.99,0.012468834582798863,Inf,200,10.101112599,1
48,NaN,0.9776499999999997,206,0.011544922151351368,Inf,206,0.011544922151351368,Inf,206.0,0.012323574602515451,Inf,200,10.332059300000001,1
49,NaN,0.9757499999999996,206,0.011460000644652212,Inf,206,0.011460000644652212,Inf,206.0,0.012201601209357912,Inf,200,10.5443201,1
50,NaN,0.9725749999999996,206,0.011305855721097553,Inf,206,0.011305855721097553,Inf,205.995,0.012084858023437254,Inf,200,10.7873747,1
51,NaN,0.9688499999999998,206,0.011217300316202071,Inf,206,0.011217300316202071,Inf,205.99,0.01198573492885453,Inf,200,10.9955545,1
52,NaN,0.9651999999999997,206,0.010995154590497979,Inf,206,0.010995154590497979,Inf,205.99,0.011879378322722163,Inf,200,11.214388701,1
53,NaN,0.9550999999999997,206,0.010995154590497979,Inf,206,0.010995154590497979,Inf,206.0,0.011775469337804356,Inf,200,11.430918601,1
54,NaN,0.9534749999999996,206,0.010688275040768124,Inf,206,0.010688275040768124,Inf,205.995,0.011648011725863392,Inf,200,11.645820801,1
55,NaN,0.9486749999999996,206,0.010688275040768124,Inf,206,0.010688275040768124,Inf,205.995,0.011502810394579576,Inf,200,11.855015200999999,1
56,NaN,0.9475499999999997,206,0.010595975902842465,Inf,206,0.010595975902842465,Inf,205.99,0.011389733522194589,Inf,200,12.067104400999998,1
57,NaN,0.9447749999999996,206,0.010595975902842465,Inf,206,0.010595975902842465,Inf,205.985,0.011274664358310734,Inf,200,12.268933800999998,1
