generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999994,251,0.32703355786919225,Inf,251,0.4174672913803588,Inf,251.0,0.6221962774169287,Inf,200,0.1224678,1
1,NaN,1.2448999999999995,251,0.14526688157055628,Inf,251,0.14526688157055628,Inf,250.98,0.22049650199073847,Inf,200,0.396063,1
2,NaN,1.2448499999999993,251,0.14272737443574962,Inf,251,0.14272737443574962,Inf,250.97,0.1897937747618682,Inf,200,0.6633125,1
3,NaN,1.2448999999999995,251,0.14272737443574962,Inf,251,0.14272737443574962,Inf,250.98,0.17914626780033935,Inf,200,0.9302447,1
4,NaN,1.2449999999999997,251,0.14272737443574962,Inf,251,0.14272737443574962,Inf,251.0,0.1727591773166219,Inf,200,1.1884730000000001,1
5,NaN,1.2449749999999997,251,0.14105526474580354,Inf,251,0.14105526474580354,Inf,250.995,0.16671430365429354,Inf,200,1.455115799,1
6,NaN,1.2449499999999996,251,0.1404221058556377,Inf,251,0.1404221058556377,Inf,250.99,0.1614857876348126,Inf,200,1.7185051000000002,1
7,NaN,1.2449499999999996,251,0.13627618996522228,Inf,251,0.13627618996522228,Inf,250.99,0.15671847686200646,Inf,200,1.9784772010000002,1
8,NaN,1.2449499999999998,251,0.13627618996522228,Inf,251,0.13627618996522228,Inf,250.99,0.15215267856268566,Inf,200,2.2408957020000004,1
9,NaN,1.2448749999999997,251,0.13194387971439991,Inf,251,0.13194387971439991,Inf,250.975,0.14830896726183318,Inf,200,2.5026457010000005,1
10,NaN,1.2449249999999998,251,0.13004383345490908,Inf,251,0.13004383345490908,Inf,250.985,0.14540296373153583,Inf,200,2.7609152010000004,1
11,NaN,1.2449749999999997,251,0.12541955565926943,Inf,251,0.12541955565926943,Inf,250.995,0.14229991980066678,Inf,200,3.0203422010000005,1
12,NaN,1.2448749999999997,251,0.12267311790275735,Inf,251,0.12267311790275735,Inf,250.975,0.13963532716548271,Inf,200,3.2898950010000005,1
13,NaN,1.2449249999999998,251,0.12267311790275735,Inf,251,0.12267311790275735,Inf,250.985,0.13697803445538498,Inf,200,3.578499902000001,1
14,NaN,1.2448749999999997,251,0.11991091024146971,Inf,251,0.11991091024146971,Inf,250.975,0.13495472632512784,Inf,200,3.841151302000001,1
15,NaN,1.2447249999999996,251,0.11991091024146971,Inf,251,0.11991091024146971,Inf,250.955,0.13300267174715782,Inf,200,4.101681701000001,1
16,NaN,1.2447999999999997,251,0.11991091024146971,Inf,251,0.11991091024146971,Inf,250.98,0.1312402476753574,Inf,200,4.364857900000001,1
17,NaN,1.2449249999999998,251,0.11991091024146971,Inf,251,0.11991091024146971,Inf,250.985,0.1294640077303898,Inf,200,4.631435400000002,1
18,NaN,1.2449,251,0.11935897346514862,Inf,251,0.11935897346514862,Inf,250.98,0.12747579455000954,Inf,200,4.894846999000002,1
19,NaN,1.2442999999999997,251,0.11545676727912763,Inf,251,0.11545676727912763,Inf,250.98,0.12570446998846385,Inf,200,5.165329899000002,1
20,NaN,1.2411249999999998,251,0.11076960747858566,Inf,251,0.11076960747858566,Inf,250.975,0.12383153483549254,Inf,200,5.4262535990000025,1
21,NaN,1.2359499999999997,251,0.11076960747858566,Inf,251,0.11076960747858566,Inf,250.97,0.12250641316293656,Inf,200,5.698050300000002,1
