generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,0.09000000000000002,20,15.627093149265908,Inf,20,22.374312840703663,Inf,20.0,21.890947322413645,Inf,200,0.336967299,1
1,NaN,0.09,20,14.387847600944813,Inf,20,14.387847600944813,Inf,20.0,19.675219121115678,Inf,200,0.739084998,1
2,NaN,0.09,20,14.387847600944813,Inf,20,14.387847600944813,Inf,20.0,19.031030506053295,Inf,200,0.760282498,1
3,NaN,0.09,20,14.387847600944813,Inf,20,14.387847600944813,Inf,20.0,18.45109231990219,Inf,200,0.781139698,1
4,NaN,0.089975,20,14.14861067242195,Inf,20,14.14861067242195,Inf,19.995,17.979992330207693,Inf,200,0.8023604980000001,1
5,NaN,0.09,20,14.14861067242195,Inf,20,14.14861067242195,Inf,20.0,17.549732995798564,Inf,200,0.8282539990000001,1
6,NaN,0.09000000000000002,20,14.14861067242195,Inf,20,14.14861067242195,Inf,20.0,17.14444839333852,Inf,200,0.8470086990000001,1
7,NaN,0.08997499999999999,20,14.14861067242195,Inf,20,14.14861067242195,Inf,19.995,16.74641386038804,Inf,200,0.8667983000000001,1
8,NaN,0.089975,20,14.14861067242195,Inf,20,14.14861067242195,Inf,19.995,16.39203783423783,Inf,200,0.8844213000000001,1
9,NaN,0.09,20,13.885356332891362,Inf,20,13.885356332891362,Inf,20.0,16.01201937845013,Inf,200,0.9014271,1
10,NaN,0.08997499999999999,20,12.16416744895232,Inf,20,12.16416744895232,Inf,19.995,15.697528001792275,Inf,200,0.9277267,1
11,NaN,0.09,20,12.16416744895232,Inf,20,12.16416744895232,Inf,20.0,15.3964276764696,Inf,200,0.9442743,1
12,NaN,0.09,20,12.16416744895232,Inf,20,12.16416744895232,Inf,20.0,15.026983683991013,Inf,200,0.959568401,1
13,NaN,0.09,20,12.16416744895232,Inf,20,12.16416744895232,Inf,20.0,14.701258420828706,Inf,200,0.976978801,1
14,NaN,0.09,20,12.16416744895232,Inf,20,12.16416744895232,Inf,20.0,14.396176085222304,Inf,200,0.999422501,1
15,NaN,0.08997499999999999,20,11.743728897204525,Inf,20,11.743728897204525,Inf,19.995,14.077989842320108,Inf,200,1.0210698009999999,1
16,NaN,0.089975,20,11.399414690168504,Inf,20,11.399414690168504,Inf,19.995,13.824909663627798,Inf,200,1.0405283019999998,1
17,NaN,0.089975,20,11.399414690168504,Inf,20,11.399414690168504,Inf,19.995,13.55852682764689,Inf,200,1.058131802,1
18,NaN,0.08997499999999999,20,10.918294483827825,Inf,20,10.918294483827825,Inf,19.995,13.178339933288393,Inf,200,1.078972901,1
19,NaN,0.08997499999999999,20,10.918294483827825,Inf,20,10.918294483827825,Inf,19.995,12.867112809655486,Inf,200,1.098560002,1
20,NaN,0.08997499999999999,20,10.585101162098475,Inf,20,10.585101162098475,Inf,19.995,12.623407621017934,Inf,200,1.114427702,1
21,NaN,0.08999999999999998,20,10.585101162098475,Inf,20,10.585101162098475,Inf,20.0,12.363086510258197,Inf,200,1.1345241019999999,1
22,NaN,0.08999999999999998,20,10.585101162098475,Inf,20,10.585101162098475,Inf,20.0,12.120251672577515,Inf,200,1.1516286029999998,1
23,NaN,0.08999999999999998,20,9.760454465216272,Inf,20,9.760454465216272,Inf,20.0,11.922171189564773,Inf,200,1.1727543019999997,1
24,NaN,0.08994999999999997,20,9.499030364018752,Inf,20,9.499030364018752,Inf,20.0,11.72478328785826,Inf,200,1.1953341019999997,1
25,NaN,0.08997499999999999,20,9.499030364018752,Inf,20,9.499030364018752,Inf,19.995,11.50095334923062,Inf,200,1.2161194009999996,1
26,NaN,0.08997499999999999,20,9.499030364018752,Inf,20,9.499030364018752,Inf,19.995,11.326393523081233,Inf,200,1.2384610009999997,1
27,NaN,0.08985,20,9.150628011857952,Inf,20,9.150628011857952,Inf,20.0,11.16381727914529,Inf,200,1.2605263009999996,1
28,NaN,0.08989999999999998,20,9.150628011857952,Inf,20,9.150628011857952,Inf,20.0,11.001490269972088,Inf,200,1.2799303009999996,1
29,NaN,0.08904999999999999,20,9.150628011857952,Inf,20,9.150628011857952,Inf,20.0,10.888208854062944,Inf,200,1.3037337999999996,1
30,NaN,0.08952499999999997,20,9.150628011857952,Inf,20,9.150628011857952,Inf,19.995,10.773800033037933,Inf,200,1.3244268999999995,1
31,NaN,0.089775,20,9.150628011857952,Inf,20,9.150628011857952,Inf,19.995,10.668136134422323,Inf,200,1.3404472009999995,1
32,NaN,0.08895,20,9.150628011857952,Inf,20,9.150628011857952,Inf,19.99,10.554828950425449,Inf,200,1.3589071019999994,1
33,NaN,0.08934999999999998,20,9.150628011857952,Inf,20,9.150628011857952,Inf,19.99,10.435955514857751,Inf,200,1.3760356019999995,1
34,NaN,0.08969999999999999,20,9.150628011857952,Inf,20,9.150628011857952,Inf,19.99,10.33546271456762,Inf,200,1.4032227019999994,1
35,NaN,0.08979999999999999,20,9.150628011857952,Inf,20,9.150628011857952,Inf,19.99,10.217852478262012,Inf,200,1.4265590019999994,1
36,NaN,0.08929999999999999,20,9.11651968909425,Inf,20,9.11651968909425,Inf,19.99,10.103120508257716,Inf,200,1.4418376019999994,1
37,NaN,0.08915,20,9.11651968909425,Inf,20,9.11651968909425,Inf,19.99,9.991976429135224,Inf,200,1.4550307019999995,1
38,NaN,0.088875,20,8.81357144550634,Inf,20,8.81357144550634,Inf,19.995,9.88475399103846,Inf,200,1.4737379019999994,1
39,NaN,0.0885,20,8.477484523861818,Inf,20,8.477484523861818,Inf,20.0,9.741852509464172,Inf,200,1.4926975019999995,1
40,NaN,0.0886,20,8.477484523861818,Inf,20,8.477484523861818,Inf,20.0,9.609284675244483,Inf,200,1.5090846019999995,1
41,NaN,0.08889999999999999,20,8.477484523861818,Inf,20,8.477484523861818,Inf,20.0,9.512534723557268,Inf,200,1.5288727009999994,1
42,NaN,0.08879999999999999,20,8.477484523861818,Inf,20,8.477484523861818,Inf,20.0,9.411615992884776,Inf,200,1.5460823009999993,1
43,NaN,0.08884999999999998,20,8.374371092012082,Inf,20,8.374371092012082,Inf,20.0,9.298250652532836,Inf,200,1.5631236999999993,1
44,NaN,0.088625,20,8.374371092012082,Inf,20,8.374371092012082,Inf,19.995,9.18284365045646,Inf,200,1.5783945009999993,1
45,NaN,0.08837499999999998,20,8.248229753504729,Inf,20,8.248229753504729,Inf,19.995,9.09950794509664,Inf,200,1.5937109999999994,1
46,NaN,0.087975,20,8.248229753504729,Inf,20,8.248229753504729,Inf,19.995,9.006926867969117,Inf,200,1.6133758989999993,1
47,NaN,0.087625,20,8.20387063791951,Inf,20,8.20387063791951,Inf,19.995,8.91630412574288,Inf,200,1.6306520989999993,1
48,NaN,0.087575,20,8.20387063791951,Inf,20,8.20387063791951,Inf,19.995,8.838528409808818,Inf,200,1.6475256989999993,1
49,NaN,0.08719999999999999,20,8.20387063791951,Inf,20,8.20387063791951,Inf,20.0,8.76437752236328,Inf,200,1.6638949989999994,1
50,NaN,0.08674999999999997,20,8.20387063791951,Inf,20,8.20387063791951,Inf,20.0,8.699516962889254,Inf,200,1.6807230979999994,1
51,NaN,0.08579999999999999,20,8.138498150844857,Inf,20,8.138498150844857,Inf,20.0,8.646743953574125,Inf,200,1.7054803969999994,1
52,NaN,0.08675,20,8.138498150844857,Inf,20,8.138498150844857,Inf,20.0,8.589935290390818,Inf,200,1.7235049959999995,1
53,NaN,0.08589999999999998,20,8.031698497705008,Inf,20,8.031698497705008,Inf,20.0,8.538825028675458,Inf,200,1.7404731949999994,1
54,NaN,0.08564999999999999,20,8.031698497705008,Inf,20,8.031698497705008,Inf,20.0,8.487994959219357,Inf,200,1.7638817949999994,1
55,NaN,0.08604999999999999,20,7.943219504498357,Inf,20,7.943219504498357,Inf,20.0,8.437927851045623,Inf,200,1.7802589939999993,1
56,NaN,0.08529999999999997,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.390298123445987,Inf,200,1.8029187949999994,1
57,NaN,0.0862,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.33146227735636,Inf,200,1.8256275949999994,1
58,NaN,0.08544999999999998,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.281244389033102,Inf,200,1.8475871939999995,1
59,NaN,0.0843,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.24157231378402,Inf,200,1.8603065939999994,1
60,NaN,0.08474999999999999,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.203022439944963,Inf,200,1.8748815949999995,1
61,NaN,0.08414999999999997,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.173223989241801,Inf,200,1.8983427959999994,1
62,NaN,0.08315,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.135831858135433,Inf,200,1.9175081949999995,1
63,NaN,0.08315,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.10018798132275,Inf,200,1.9421998949999995,1
64,NaN,0.0827,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.061689592009383,Inf,200,1.9680862949999995,1
65,NaN,0.0825,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.0378145874135,Inf,200,1.9862633939999996,1
66,NaN,0.08164999999999999,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,8.011866754125043,Inf,200,2.0022211949999997,1
67,NaN,0.08099999999999997,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,7.98976521537926,Inf,200,2.0230290949999996,1
68,NaN,0.08249999999999998,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,7.966535990631845,Inf,200,2.0609952949999997,1
69,NaN,0.0831,20,7.752512501035691,Inf,20,7.752512501035691,Inf,20.0,7.939462442192776,Inf,200,2.0869837959999997,1
70,NaN,0.083675,20,7.559621764150319,Inf,20,7.559621764150319,Inf,19.995,7.909800472773107,Inf,200,2.1152787959999997,1
71,NaN,0.0833,20,7.559621764150319,Inf,20,7.559621764150319,Inf,20.0,7.8834105465239235,Inf,200,2.137706796,1
72,NaN,0.08305,20,7.559621764150319,Inf,20,7.559621764150319,Inf,20.0,7.863768825033991,Inf,200,2.1551932959999998,1
73,NaN,0.0839,20,7.559621764150319,Inf,20,7.559621764150319,Inf,20.0,7.838898987197227,Inf,200,2.1806997949999998,1
74,NaN,0.08299999999999999,20,7.559621764150319,Inf,20,7.559621764150319,Inf,20.0,7.818349464805578,Inf,200,2.2015456949999996,1
75,NaN,0.08329999999999999,20,7.559621764150319,Inf,20,7.559621764150319,Inf,20.0,7.8034275809084725,Inf,200,2.2259945949999995,1
76,NaN,0.08405,20,7.559621764150319,Inf,20,7.559621764150319,Inf,20.0,7.785023534267696,Inf,200,2.2422190939999993,1
77,NaN,0.08375,20,7.495840418641891,Inf,20,7.495840418641891,Inf,20.0,7.7642342301410245,Inf,200,2.262537793999999,1
78,NaN,0.08449999999999999,20,7.4800441630839245,Inf,20,7.4800441630839245,Inf,20.0,7.742386732369153,Inf,200,2.283358394999999,1
79,NaN,0.0858,20,7.4800441630839245,Inf,20,7.4800441630839245,Inf,20.0,7.724784790990932,Inf,200,2.299351095999999,1
80,NaN,0.0855,20,7.4494903721040995,Inf,20,7.4494903721040995,Inf,20.0,7.704877236624883,Inf,200,2.324317495999999,1
81,NaN,0.08614999999999999,20,7.295502875075958,Inf,20,7.295502875075958,Inf,20.0,7.678883262584934,Inf,200,2.340904395999999,1
82,NaN,0.0867,20,7.295502875075958,Inf,20,7.295502875075958,Inf,20.0,7.661052801254356,Inf,200,2.3565859959999993,1
83,NaN,0.08675,20,7.295502875075958,Inf,20,7.295502875075958,Inf,20.0,7.6450647278769654,Inf,200,2.379481394999999,1
84,NaN,0.08594999999999998,20,7.295502875075958,Inf,20,7.295502875075958,Inf,20.0,7.62767235384447,Inf,200,2.401312994999999,1
85,NaN,0.08649999999999998,20,7.295502875075958,Inf,20,7.295502875075958,Inf,20.0,7.6101033816128245,Inf,200,2.4176829939999993,1
86,NaN,0.08654999999999999,20,7.272476110658575,Inf,20,7.272476110658575,Inf,20.0,7.586861330285783,Inf,200,2.443440093999999,1
87,NaN,0.0857,20,7.272476110658575,Inf,20,7.272476110658575,Inf,20.0,7.565466250257983,Inf,200,2.4603376939999992,1
88,NaN,0.08695,20,7.272476110658575,Inf,20,7.272476110658575,Inf,20.0,7.546373056455541,Inf,200,2.484136393999999,1
89,NaN,0.08654999999999999,20,7.272476110658575,Inf,20,7.272476110658575,Inf,20.0,7.524003987776107,Inf,200,2.506992192999999,1
90,NaN,0.0861,20,7.272476110658575,Inf,20,7.272476110658575,Inf,20.0,7.506019524923056,Inf,200,2.533444691999999,1
91,NaN,0.0866,20,7.272476110658575,Inf,20,7.272476110658575,Inf,20.0,7.488703666375346,Inf,200,2.5512422929999987,1
92,NaN,0.08504999999999999,20,7.252273429609571,Inf,20,7.252273429609571,Inf,20.0,7.469600598229599,Inf,200,2.5771772919999987,1
93,NaN,0.08399999999999999,20,7.252273429609571,Inf,20,7.252273429609571,Inf,20.0,7.454917441132008,Inf,200,2.6020607919999987,1
94,NaN,0.08449999999999999,20,7.185295346538959,Inf,20,7.185295346538959,Inf,20.0,7.435469036751479,Inf,200,2.6293927909999986,1
95,NaN,0.08265,20,7.174425902384721,Inf,20,7.174425902384721,Inf,20.0,7.414837219224118,Inf,200,2.6547208909999984,1
96,NaN,0.08319999999999998,20,7.174425902384721,Inf,20,7.174425902384721,Inf,20.0,7.3997488961990685,Inf,200,2.6779836899999983,1
97,NaN,0.08324999999999999,20,7.174425902384721,Inf,20,7.174425902384721,Inf,20.0,7.382480769745211,Inf,200,2.700919289999998,1
98,NaN,0.08195000000000001,20,7.169938418002923,Inf,20,7.169938418002923,Inf,20.0,7.370105540001508,Inf,200,2.718999489999998,1
99,NaN,0.0827,20,7.169938418002923,Inf,20,7.169938418002923,Inf,20.0,7.358809682987321,Inf,200,2.742618189999998,1
100,NaN,0.08109999999999999,20,7.169938418002923,Inf,20,7.169938418002923,Inf,20.0,7.346275025989768,Inf,200,2.7645881899999982,1
101,NaN,0.08005,20,7.169938418002923,Inf,20,7.169938418002923,Inf,20.0,7.333492648130781,Inf,200,2.781941189999998,1
102,NaN,0.07915,20,7.169938418002923,Inf,20,7.169938418002923,Inf,20.0,7.319056046960165,Inf,200,2.804632789999998,1
103,NaN,0.07834999999999999,20,7.100526046176218,Inf,20,7.100526046176218,Inf,20.0,7.305017845481676,Inf,200,2.826928689999998,1
104,NaN,0.07869999999999999,20,7.100526046176218,Inf,20,7.100526046176218,Inf,20.0,7.292556501056285,Inf,200,2.847419289999998,1
105,NaN,0.07854999999999998,20,7.100526046176218,Inf,20,7.100526046176218,Inf,20.0,7.276494630147373,Inf,200,2.8658822899999983,1
106,NaN,0.07659999999999999,20,7.100526046176218,Inf,20,7.100526046176218,Inf,20.0,7.265897103572517,Inf,200,2.8873312899999983,1
107,NaN,0.07639999999999998,20,7.100526046176218,Inf,20,7.100526046176218,Inf,20.0,7.258862545024161,Inf,200,2.8997836899999982,1
