generation,fitness_std,geno_diversity,best_valid_numberOfPoints,best_valid_mse,best_valid_fitness,best_overall_numberOfPoints,best_overall_mse,best_overall_fitness,avg_numberOfPoints,avg_mse,avg_fitness,number_valid_individuals,total_time,run_id
0,NaN,1.2449999999999994,251,0.8176861624551908,Inf,251,1.0089750039163166,Inf,251.0,1.0220971993651027,Inf,200,0.116607601,1
1,NaN,1.2448499999999996,251,0.46649970028334675,Inf,251,0.46649970028334675,Inf,250.97,0.6099340433286581,Inf,200,0.40069050100000003,1
2,NaN,1.2448499999999996,251,0.46649970028334675,Inf,251,0.46649970028334675,Inf,250.97,0.5794853898087342,Inf,200,0.693111901,1
3,NaN,1.2448749999999995,251,0.46079048170094394,Inf,251,0.46079048170094394,Inf,250.975,0.5610081414365183,Inf,200,0.983947801,1
4,NaN,1.2449249999999996,251,0.46079048170094394,Inf,251,0.46079048170094394,Inf,250.985,0.5480857293325403,Inf,200,1.274768201,1
5,NaN,1.2449249999999996,251,0.46079048170094394,Inf,251,0.46079048170094394,Inf,250.985,0.5363920647565872,Inf,200,1.5538093000000002,1
6,NaN,1.2449249999999994,251,0.46079048170094394,Inf,251,0.46079048170094394,Inf,250.985,0.5248293627570046,Inf,200,1.8435982000000002,1
7,NaN,1.2449749999999995,251,0.46034353488845536,Inf,251,0.46034353488845536,Inf,250.995,0.5132817111941793,Inf,200,2.1271479,1
8,NaN,1.2449999999999997,251,0.46034353488845536,Inf,251,0.46034353488845536,Inf,251.0,0.5048399887748343,Inf,200,2.4133225,1
9,NaN,1.2449749999999997,251,0.45298482165443754,Inf,251,0.45298482165443754,Inf,250.995,0.4949857800655231,Inf,200,2.6832369,1
10,NaN,1.2449499999999998,251,0.4395421912769324,Inf,251,0.4395421912769324,Inf,250.99,0.4866279332679014,Inf,200,2.9595114999999996,1
11,NaN,1.2448749999999997,251,0.4354134095715794,Inf,251,0.4354134095715794,Inf,250.975,0.4792160099349318,Inf,200,3.2369562999999997,1
12,NaN,1.2448999999999997,251,0.4354134095715794,Inf,251,0.4354134095715794,Inf,250.98,0.47207438766116594,Inf,200,3.5154092999999995,1
13,NaN,1.2449249999999996,251,0.42861918123411114,Inf,251,0.42861918123411114,Inf,250.985,0.4652572412283105,Inf,200,3.8132885999999995,1
14,NaN,1.2449749999999997,251,0.4189856305672112,Inf,251,0.4189856305672112,Inf,250.995,0.4599274969575488,Inf,200,4.1051535999999995,1
15,NaN,1.2444749999999996,251,0.4189856305672112,Inf,251,0.4189856305672112,Inf,250.995,0.4548483034263795,Inf,200,4.3829727,1
16,NaN,1.2436999999999998,251,0.4189856305672112,Inf,251,0.4189856305672112,Inf,250.98,0.4500647753019243,Inf,200,4.672884101,1
17,NaN,1.2434749999999999,251,0.4164756327277675,Inf,251,0.4164756327277675,Inf,250.985,0.4449766193094718,Inf,200,4.954713301,1
18,NaN,1.2423749999999998,251,0.4164756327277675,Inf,251,0.4164756327277675,Inf,250.985,0.43943439532186124,Inf,200,5.243962902,1
19,NaN,1.2328749999999997,251,0.4008433562025859,Inf,251,0.4008433562025859,Inf,250.985,0.4346071636612989,Inf,200,5.530052702,1
20,NaN,1.2150499999999997,250,0.3898803686547343,Inf,250,0.3898803686547343,Inf,250.98,0.4287702212573477,Inf,200,5.815024201,1
21,NaN,1.1945749999999997,251,0.3856234749406157,Inf,251,0.3856234749406157,Inf,250.975,0.4240416979190502,Inf,200,6.098698402,1
22,NaN,1.1788999999999996,251,0.3856234749406157,Inf,251,0.3856234749406157,Inf,250.98,0.4197805852936177,Inf,200,6.385886802,1
23,NaN,1.1608499999999997,251,0.3856234749406157,Inf,251,0.3856234749406157,Inf,250.97,0.4157482836547291,Inf,200,6.663846502,1
24,NaN,1.15885,251,0.3856234749406157,Inf,251,0.3856234749406157,Inf,250.98,0.41168079049350226,Inf,200,6.941301901,1
25,NaN,1.1488249999999998,251,0.3856234749406157,Inf,251,0.3856234749406157,Inf,250.985,0.40879274455037745,Inf,200,7.218718101,1
26,NaN,1.1456999999999997,251,0.3856234749406157,Inf,251,0.3856234749406157,Inf,250.98,0.40587469661857173,Inf,200,7.501165602,1
27,NaN,1.1437249999999999,251,0.3856234749406157,Inf,251,0.3856234749406157,Inf,250.975,0.40353939852229787,Inf,200,7.786969002,1
28,NaN,1.1636499999999999,251,0.3840487812431152,Inf,251,0.3840487812431152,Inf,250.98,0.4009532738697688,Inf,200,8.076292403,1
29,NaN,1.1675499999999999,251,0.3840487812431152,Inf,251,0.3840487812431152,Inf,250.98,0.39866696193147655,Inf,200,8.353137004,1
30,NaN,1.165675,251,0.38083175552828136,Inf,251,0.38083175552828136,Inf,250.975,0.3961655411659599,Inf,200,8.662517905000001,1
31,NaN,1.1644749999999997,251,0.3774874437726289,Inf,251,0.3774874437726289,Inf,250.985,0.3943200293360515,Inf,200,8.952610405000001,1
32,NaN,1.1623999999999999,251,0.3774874437726289,Inf,251,0.3774874437726289,Inf,250.97,0.392375792824718,Inf,200,9.226385606000001,1
33,NaN,1.16105,251,0.36944735409236096,Inf,251,0.36944735409236096,Inf,250.98,0.3902195181496297,Inf,200,9.496491707,1
